,Movie_ID,Rev_ID,Sen_ID,Word,POS,aspect_category
1046,tt0029850,7934,9,film,noun,?
1049,tt0029850,7934,9,angles,noun,?
1055,tt0029850,7934,9,story,noun,?
1057,tt0029850,7934,9,Eisenstein,noun,directing
1066,tt0029850,7934,10,elements work,noun,?
1069,tt0029850,7934,10,film,noun,?
1073,tt0029850,7934,10,bit,noun,?
1090,tt0029850,7933,1,Nevskiy,noun,?
1095,tt0029850,7933,1,zing,noun,?
1112,tt0029850,7933,1,moment,noun,?
1115,tt0029850,7933,1,movie,noun,?
1129,tt0029850,7933,2,people,noun,?
1133,tt0029850,7933,2,film,noun,?
1137,tt0029850,7933,2,disc,noun,?
1139,tt0029850,7933,2,hand,noun,?
1141,tt0029850,7933,2,emphasis,noun,?
1147,tt0029850,7933,3,acknowledgement,noun,?
1154,tt0029850,7933,3,guilt,noun,?
1159,tt0029850,7933,3,pleasure,noun,?
1172,tt0029850,7933,3,bill,noun,?
1175,tt0029850,7933,4,Till,noun,?
1180,tt0029850,7933,5,demise,noun,?
1183,tt0029850,7933,5,organist,noun,?
1189,tt0029850,7928,1,Contains spoilersRussia,noun,?
1193,tt0029850,7928,1,century,noun,?
1196,tt0029850,7928,2,opening shot,noun,?
1199,tt0029850,7928,2,relics,noun,?
1203,tt0029850,7928,2,invasion,noun,?
1205,tt0029850,7928,2,moldering uniforms,noun,?
1208,tt0029850,7928,2,skulls,noun,?
1211,tt0029850,7928,2,horse,noun,?
1213,tt0029850,7928,2,skeleton,noun,?
1215,tt0029850,7928,3,Prince Alexander Nevsky Nikolai Cherkasov,noun,?
1219,tt0029850,7928,3,army,noun,?
1224,tt0029850,7928,3,mongol ruler,noun,?
1228,tt0029850,7928,3,degree,noun,?
1237,tt0029850,7928,3,rank,noun,?
1239,tt0029850,7928,3,captain,noun,?
1242,tt0029850,7928,4,Nevsky,noun,?
1248,tt0029850,7928,4,your homeland,noun,?
1259,tt0029850,7928,5,fish,noun,?
1262,tt0029850,7928,5,ships,noun,?
1264,tt0029850,7928,5,trade,noun,?
1273,tt0029850,7928,6,enemy,noun,?
1275,tt0029850,7928,6,Nearer,noun,?
1277,tt0029850,7928,6,meaner,noun,?
1280,tt0029850,7928,6,possibility,noun,?
1286,tt0029850,7928,6,Germany,noun,?
1288,tt0029850,7928,7,Their objective,noun,?
1290,tt0029850,7928,7,Novgorod,noun,?
1296,tt0029850,7928,8,Pskov,noun,?
1298,tt0029850,7928,8,Mothers,noun,?
1300,tt0029850,7928,8,daughters,noun,?
1303,tt0029850,7928,8,their fathers,noun,?
1305,tt0029850,7928,8,sons,noun,?
1308,tt0029850,7928,9,marauding occupation forces,noun,?
1311,tt0029850,7928,9,looty,noun,?
1314,tt0029850,7928,10,merchants,noun,?
1318,tt0029850,7928,10,their liberty,noun,?
1321,tt0029850,7928,10,place,noun,?
1326,tt0029850,7928,10,p,noun,?
1334,tt0029850,7928,10,people,noun,?
1343,tt0029850,7928,11,Alexander,noun,?
1345,tt0029850,7928,11,their leader,noun,?
1347,tt0029850,7928,12,Pskov,noun,?
1352,tt0029850,7928,12,ground,noun,?
1356,tt0029850,7928,13,knights,noun,?
1364,tt0029850,7928,13,smile,noun,?
1368,tt0029850,7928,13,women who witness,noun,?
1371,tt0029850,7928,13,their fathers,noun,?
1373,tt0029850,7928,13,sons,noun,?
1377,tt0029850,7928,14,Babies,noun,?
1382,tt0029850,7928,14,fire,noun,?
1385,tt0029850,7928,14,dignitaries,noun,?
1388,tt0029850,7928,14,church look,noun,?
1395,tt0029850,7928,15,Novgorod,noun,?
1397,tt0029850,7928,15,Olga Danilovna,noun,?
1400,tt0029850,7928,15,admirers,noun,?
1405,tt0029850,7928,15,Gavrilo,noun,?
1410,tt0029850,7928,15,Vasili,noun,?
1420,tt0029850,7928,17,Vasili,noun,?
1423,tt0029850,7928,17,Alexander Nevsky,noun,?
1425,tt0029850,7928,17,Perejaslav.,noun,?
1427,tt0029850,7928,18,prince,noun,?
1434,tt0029850,7928,18,attack,noun,?
1442,tt0029850,7928,19,women,noun,?
1446,tt0029850,7928,19,chain,noun,?
1449,tt0029850,7928,20,invaders,noun,?
1455,tt0029850,7928,20,bear,noun,?
1459,tt0029850,7928,20,Nevsky,noun,?
1461,tt0029850,7928,20,stratagem,noun,?
1464,tt0029850,7928,20,test,noun,?
1466,tt0029850,7928,20,Lake Peipus,noun,?
1468,tt0029850,7928,20,his war zone,noun,?
1470,tt0029850,7928,20,His men,noun,?
1473,tt0029850,7928,20,territory,noun,?
1476,tt0029850,7928,20,germans,noun,?
1486,tt0029850,7928,20,ice,noun,?
1489,tt0029850,7928,21,your eyes,noun,?
1495,tt0029850,7928,21,battle scenes,noun,?
1504,tt0029850,7928,22,multitude,noun,?
1506,tt0029850,7928,22,extras,noun,?
1517,tt0029850,7928,22,exercise,noun,?
1520,tt0029850,7928,22,Eisenstein,noun,directing
1523,tt0029850,7928,22,management,noun,?
1528,tt0029850,7928,22,number,noun,?
1530,tt0029850,7928,22,individuals,noun,?
1534,tt0029850,7928,22,divisions,noun,?
1536,tt0029850,7928,22,pieces,noun,?
1539,tt0029850,7928,22,chess board,noun,?
1543,tt0029850,7928,22,shot,noun,?
1546,tt0029850,7928,22,composition,noun,?
1549,tt0029850,7928,22,painting,noun,?
1551,tt0029850,7928,22,Rembrandt,noun,?
1553,tt0029850,7928,22,Rubens Including horses,noun,?
1556,tt0029850,7928,22,outfits,noun,?
1558,tt0029850,7928,23,Russia,noun,?
1560,tt0029850,7928,23,winter,noun,?
1567,tt0029850,7928,23,Eisenstein,noun,directing
1570,tt0029850,7928,23,imagination,noun,?
1572,tt0029850,7928,23,hors concours,noun,?
1574,tt0029850,7928,24,Heaps,noun,?
1576,tt0029850,7928,24,corpses,noun,?
1581,tt0029850,7928,24,light,noun,?
1585,tt0029850,7928,24,horizon,noun,?
1588,tt0029850,7928,25,nightfall,noun,?
1590,tt0029850,7928,25,Olga,noun,?
1593,tt0029850,7928,25,women search,noun,?
1595,tt0029850,7928,25,torches,noun,?
1597,tt0029850,7928,25,survivors,noun,?
1601,tt0029850,7928,26,falcon,noun,?
1604,tt0029850,7928,26,his master,noun,?
1607,tt0029850,7928,26,body,noun,?
1610,tt0029850,7928,26,crow,noun,?
1615,tt0029850,7928,26,moment,noun,?
1620,tt0029850,7928,26,eyes,noun,?
1625,tt0029850,7928,27,Eisenstein,noun,directing
1627,tt0029850,7928,27,direction,noun,?
1629,tt0029850,7928,27,Prokofiev,noun,?
1631,tt0029850,7928,27,score,noun,?
1633,tt0029850,7928,27,ALEXANDER NEVSKY,noun,?
1636,tt0029850,7928,27,Rolls Royce,noun,?
1639,tt0029850,7928,27,propaganda films,noun,?
1641,tt0029850,7928,28,Nevsky,noun,?
1645,tt0029850,7928,28,course Stalin,noun,?
1648,tt0029850,7928,28,ego,noun,?
1652,tt0029850,7928,28,russians,noun,?
1666,tt0029850,7928,28,hairdo,noun,?
1669,tt0029850,7928,29,germans,noun,?
1672,tt0029850,7928,29,savages,noun,?
1676,tt0029850,7928,29,members,noun,?
1679,tt0029850,7928,29,Ku Klux Klan,noun,?
1682,tt0029850,7928,30,actor,noun,?
1685,tt0029850,7928,30,Vasili,noun,?
1689,tt0029850,7928,30,man,noun,?
1691,tt0029850,7928,30,characters performance,noun,?
1694,tt0029850,7928,30,wavering,noun,?
1700,tt0029850,7928,30,lover,noun,?
1703,tt0029850,7928,30,relief,noun,?
1705,tt0029850,7928,31,Cherkasov,noun,cast
1708,tt0029850,7928,31,duty,noun,?
1716,tt0029850,7928,32,end,noun,?
1718,tt0029850,7928,32,Nevsky Stalin,noun,?
1720,tt0029850,7928,32,his generosity,noun,?
1726,tt0029850,7928,32,soldiers,noun,?
1729,tt0029850,7928,32,barters,noun,?
1731,tt0029850,7928,32,knights,noun,?
1733,tt0029850,7928,32,soap,noun,?
1738,tt0029850,7928,33,killer,noun,?
1742,tt0029850,7928,33,cleric,noun,?
1748,tt0029850,7928,33,mob,noun,?
1756,tt0029850,7928,34,warning,noun,?
1762,tt0029850,7928,34,sword,noun,?
1767,tt0029850,7928,34,sword,noun,?
1771,tt0029850,7928,35,his promise,noun,?
1775,tt0029850,7917,1,Alexander Nevsky,noun,?
1778,tt0029850,7917,1,director Sergei Eisenstein,noun,?
1780,tt0029850,7917,1,return,noun,?
1782,tt0029850,7917,1,film making,noun,?
1785,tt0029850,7917,1,period,noun,?
1787,tt0029850,7917,1,exile,noun,?
1797,tt0029850,7917,1,propaganda film,noun,?
1799,tt0029850,7917,1,Russia,noun,?
1801,tt0029850,7917,1,superiority,noun,?
1803,tt0029850,7917,1,Germany,noun,?
1809,tt0029850,7917,2,plot,noun,?
1811,tt0029850,7917,2,Russians unite,noun,?
1813,tt0029850,7917,2,battle Germans,noun,?
1815,tt0029850,7917,2,Russia,noun,?
1819,tt0029850,7917,3,film,noun,?
1824,tt0029850,7917,3,montage,noun,?
1827,tt0029850,7917,3,battle scenes,noun,?
1833,tt0029850,7917,3,moments,noun,?
1836,tt0029850,7917,3,brutality,noun,?
1841,tt0029850,7917,3,scene,noun,?
1845,tt0029850,7917,3,soldiers,noun,?
1848,tt0029850,7917,3,children,noun,?
1852,tt0029850,7917,3,fire,noun,?
1856,tt0029850,7917,4,Eisenstein,noun,directing
1859,tt0029850,7917,4,sound film,noun,?
1869,tt0029850,7917,4,idea,noun,?
1875,tt0029850,7917,4,medium,noun,?
1880,tt0029850,7917,5,film,noun,?
1887,tt0029850,7917,5,film,noun,?
1890,tt0029850,7917,5,sound,noun,?
1896,tt0029850,7917,6,dialogue scenes,noun,?
1905,tt0029850,7917,6,screen,noun,?
1909,tt0029850,7917,6,pacing,noun,?
1917,tt0029850,7917,6,actors,noun,?
1923,tt0029850,7917,6,set,noun,?
1928,tt0029850,7917,6,time,noun,?
1935,tt0029850,7917,7,Eisenstein,noun,directing
1938,tt0029850,7917,7,sound,noun,?
1941,tt0029850,7917,7,excuse,noun,?
1945,tt0029850,7917,7,rousing Prokofiev score,noun,?
1948,tt0029850,7917,7,proceedings,noun,?
1958,tt0029850,7917,7,film,noun,?
1961,tt0029850,7917,7,assets,noun,?
1968,tt0029850,7917,8,Eisenstein,noun,directing
1970,tt0029850,7917,8,ability,noun,?
1972,tt0029850,7917,8,lack,noun,?
1976,tt0029850,7917,8,actors,noun,?
1979,tt0029850,7917,8,his film,noun,?
1983,tt0029850,7917,8,narrative format,noun,?
1991,tt0029850,7917,8,images,noun,?
1993,tt0029850,7917,8,music,noun,?
1997,tt0029850,7917,8,effect,noun,?
2001,tt0029850,7917,8,Alexander Nevsky,noun,?
2005,tt0029850,7917,8,shines,noun,?
2007,tt0029850,7917,8,its deficiencies,noun,?
2009,tt0029850,7917,9,Grade,noun,?
2016,tt0029850,7936,1,movie,noun,?
2020,tt0029850,7936,1,time,noun,?
2027,tt0029850,7936,1,years,noun,?
2036,tt0029850,7936,2,times,noun,?
2050,tt0029850,7936,3,time,noun,?
2059,tt0029850,7936,3,detail,noun,?
2069,tt0029850,7936,4,end,noun,?
2072,tt0029850,7936,4,picture,noun,?
2076,tt0029850,7936,4,heroes,noun,?
2082,tt0029850,7936,4,town,noun,?
2089,tt0029850,7936,5,couple,noun,?
2091,tt0029850,7936,5,closeups,noun,?
2095,tt0029850,7936,5,men,noun,?
2105,tt0029850,7936,6,shot,noun,?
2109,tt0029850,7936,6,youth,noun,?
2116,tt0029850,7936,7,screen,noun,?
2118,tt0029850,7936,7,his profile,noun,?
2120,tt0029850,7936,7,head,noun,?
2122,tt0029850,7936,7,hands,noun,?
2124,tt0029850,7936,8,His hands,noun,?
2129,tt0029850,7936,8,candle,noun,?
2132,tt0029850,7936,9,wind,noun,?
2139,tt0029850,7936,9,hair,noun,?
2144,tt0029850,7936,9,wind,noun,?
2147,tt0029850,7936,9,tune,noun,?
2150,tt0029850,7936,9,flicker,noun,?
2153,tt0029850,7936,9,candle flame,noun,?
2156,tt0029850,7936,10,contrast,noun,?
2158,tt0029850,7936,10,death,noun,?
2161,tt0029850,7936,10,life,noun,?
2171,tt0029850,7936,11,hair,noun,?
2173,tt0029850,7936,11,candle flame,noun,?
2178,tt0029850,7936,11,life force,noun,?
2182,tt0029850,7936,11,his body,noun,?
2185,tt0029850,7936,12,time,noun,?
2189,tt0029850,7936,12,film,noun,?
2192,tt0029850,7936,12,something,noun,?
2197,tt0029850,7926,1,Eisenstein,noun,directing
2201,tt0029850,7926,1,project,noun,?
2205,tt0029850,7926,1,years,noun,?
2208,tt0029850,7926,2,film,noun,?
2210,tt0029850,7926,2,place,noun,?
2214,tt0029850,7926,2,century,noun,?
2217,tt0029850,7926,2,invasion,noun,?
2221,tt0029850,7926,2,Germans Teutonic Knights I,noun,?
2231,tt0029850,7926,3,parallel,noun,?
2233,tt0029850,7926,3,Russia,noun,?
2236,tt0029850,7926,3,involvement,noun,?
2238,tt0029850,7926,3,WWII,noun,?
2241,tt0029850,7926,3,Germany,noun,?
2243,tt0029850,7926,3,advancement,noun,?
2245,tt0029850,7926,3,Eastern Europe,noun,?
2251,tt0029850,7926,4,scenes,noun,?
2256,tt0029850,7926,4,battle,noun,?
2259,tt0029850,7926,4,end,noun,?
2262,tt0029850,7926,4,film,noun,?
2268,tt0029850,7926,4,shocker,noun,?
2270,tt0029850,7926,4,children,noun,?
2275,tt0029850,7926,4,pit,noun,?
2277,tt0029850,7926,4,fire,noun,?
2284,tt0029850,7926,4,watch,noun,?
2287,tt0029850,7926,5,film,noun,?
2297,tt0029850,7926,5,Potemkin,noun,?
2301,tt0029850,7926,5,Ivan,noun,?
2303,tt0029850,7926,5,Terrible,noun,?
2307,tt0029850,7926,6,Eisenstein,noun,directing
2311,tt0029850,7926,6,clips,noun,?
2313,tt0029850,7926,7,His brilliance,noun,?
2322,tt0029850,7926,7,"""must",noun,?
2326,tt0029850,7926,7,Eisenstein fans,noun,?
2328,tt0029850,7926,7,film historians,noun,?
2331,tt0029850,7926,8,Propaganda,noun,?
2340,tt0029850,7931,1,sequences,noun,?
2348,tt0029850,7931,1,film,noun,?
2352,tt0029850,7931,1,battle,noun,?
2355,tt0029850,7931,1,ice,noun,?
2357,tt0029850,7931,1,Alexander Nevsy,noun,?
2360,tt0029850,7931,1,film,noun,?
2365,tt0029850,7931,1,legend Sergei M.,noun,?
2366,tt0029850,7931,2,Eisenstein co,noun,?
2369,tt0029850,7931,2,Dmitri Vasilyev,noun,?
2374,tt0029850,7931,2,credit,noun,?
2385,tt0029850,7931,2,directing,noun,?
2391,tt0029850,7931,2,scale,noun,?
2400,tt0029850,7931,3,member,noun,?
2403,tt0029850,7931,3,awards group,noun,?
2406,tt0029850,7931,3,time,noun,?
2409,tt0029850,7931,3,film,noun,?
2411,tt0029850,7931,3,release,noun,?
2415,tt0029850,7931,3,award Eisenstein,noun,?
2418,tt0029850,7931,3,director,noun,?
2420,tt0029850,7931,3,award,noun,?
2423,tt0029850,7931,3,year,noun,?
2432,tt0029850,7931,4,stroke,noun,?
2435,tt0029850,7931,4,genius,noun,?
2441,tt0029850,7931,4,things,noun,?
2448,tt0029850,7931,4,film,noun,?
2452,tt0029850,7931,4,someone,noun,?
2455,tt0029850,7931,4,director,noun,?
2462,tt0029850,7931,4,work Battleship Potemkin,noun,?
2464,tt0029850,7931,4,October,noun,?
2469,tt0029850,7931,4,something,noun,?
2479,tt0029850,7931,5,film,noun,?
2489,tt0029850,7931,5,grays,noun,?
2498,tt0029850,7931,5,matter,noun,?
2504,tt0029850,7931,5,marvel,noun,?
2509,tt0029850,7931,5,years,noun,?
2512,tt0029850,7931,6,Lord,noun,?
2515,tt0029850,7931,6,Rings fans,noun,?
2519,tt0029850,7931,6,films,noun,?
2521,tt0029850,7931,6,grandfather,noun,?
2530,tt0029850,7931,7,something,noun,?
2533,tt0029850,7931,7,propaganda piece,noun,?
2537,tt0029850,7931,7,connotation,noun,?
2549,tt0029850,7931,8,something,noun,?
2555,tt0029850,7931,8,message,noun,?
2561,tt0029850,7931,8,point,noun,?
2563,tt0029850,7931,8,view,noun,?
2569,tt0029850,7931,9,matter,noun,?
2572,tt0029850,7931,9,debate,noun,?
2575,tt0029850,7931,9,swarms,noun,?
2577,tt0029850,7931,9,argument,noun,?
2579,tt0029850,7931,9,Moore,noun,?
2581,tt0029850,7931,9,films,noun,?
2583,tt0029850,7931,9,proof,noun,?
2588,tt0029850,7931,9,art,noun,?
2593,tt0029850,7931,9,something,noun,?
2596,tt0029850,7931,9,point,noun,?
2602,tt0029850,7931,9,audience,noun,?
