,Movie_ID,Rev_ID,Sen_ID,Sentence
45,tt0089280,3080,2,This movie is so bad that it doesn't even try to hide the fact that it sucks big time.
46,tt0089280,3080,3,I remember the day I first saw this on MST.
47,tt0089280,3080,4,"Sun was shining, looked like a good day. then, I saw this product of Rick Sloane which consisted of horrible plush dolls wreaking havoc in the crappy 80s fest land."
48,tt0089280,3080,5,"Kevin, wussy extraordinaire, tries to impress his girlfriend, manages an assistant security guard job, fights with rakes, and plenty more stuff in this very badly made series of images."
49,tt0089280,3080,6,No plot or story is needed.
50,tt0089280,3080,7,Obviously no acting is necessary as the film proves.
51,tt0089280,3080,8,"An army guy and his sex crazed girl will make you wanna leap off a cliff, and the dorky friend who gets his kicks off phone sex will make you say, "" He has got some nice red shorts""."
52,tt0089280,3080,9,"Plus, I really hated the old security guard and wished he had an accident in his supermarket cart."
53,tt0089280,3080,10,"Just when you think it's over, wait until the Club Scum scene."
54,tt0089280,3080,11,Ask for Road Rash.
55,tt0089280,3080,12,"I advise that after viewing this film, a good month to regain senses and sanity."
56,tt0089280,3080,13,"And if you see Rick Sloane, give him a good kick to the groin to show how much we appreciate this crapsterpiece called Hobgoblins."
57,tt0089280,3081,1,Good grief!
58,tt0089280,3081,2,"While I still maintain that Manos: The Hands of Fate is the worst piece of mental torture available, Hobgoblins came awfully close."
59,tt0089280,3081,3,This...this...thing insults the audience at every opportunity.
60,tt0089280,3081,4,"At least films like Space Mutiny and Future War can be enjoyed on mst3k, this one was a struggle to get through."
61,tt0089280,3081,5,I was literally writhing on the couch in anguish.
62,tt0089280,3081,6,This thing managed to embarrass me alone!
63,tt0089280,3081,7,"Even if you are a die hard MST3K fan and have made it your mission to see every single experiment, think twice about seeing this one."
64,tt0089280,3081,8,It's that bad.
65,tt0089280,3082,1,"Good Lord, what were they THINKING..!!!!!!"
66,tt0089280,3082,2,"Here is your spoiler warning, even though I don't think it'll really matter."
67,tt0089280,3082,3,You won't be seeing this piece of trash anyway.
68,tt0089280,3082,4,"A group of handpuppets go chasing after a group of really stupid people, who go on a really stupid hunt for them to try and kill them, and the puppets complicate things by letting them live out their really stupid fantasies."
69,tt0089280,3082,5,"In other words, the whole thing is really stupid."
70,tt0089280,3082,6,You KNOW it has to be bad when even Mike and the Bots can't save something!!
71,tt0089280,3082,7,And they didn't!
72,tt0089280,3082,8,"I know, some of their lines were funny, like what to add to the sign ""HIT"" and the hand comments, but, geez, this was pretty dang sad."
73,tt0089280,3082,9,All I can say is DO NOT WATCH THIS PIECE O CRUD.
74,tt0089280,3082,10,IT IS NOT WORTH YOUR EYES.
75,tt0089280,3083,1,...
76,tt0089280,3083,2,Bad at being intentionally bad...
77,tt0089280,3083,3,This little gem shot straight onto the MST3k big screen.
78,tt0089280,3083,4,"While it's obvious the movie isn't trying to be taken seriously Hopefully that their goal, anyway..., the movie is still plain bad."
79,tt0089280,3083,5,"Hell, it makes Leprechaun In Space look big budgeted..."
80,tt0089280,3083,6,In short: Paint my muscle car prune colored!
81,tt0089280,3084,1,this is the result.
82,tt0089280,3084,2,"A piece of trash movie that doesn't deserve to even be classified as a movie, it's just a bunch of stuff on a film reel, that makes no sense whatsoever."
83,tt0089280,3084,3,"Well back to the actors, which from the get go seem to be just a bunch of friends who thought they would get a little amount of money together and try to make a movie that would be a great horror film."
84,tt0089280,3084,4,"Well it's a great horror anyway, nevermind being a film."
85,tt0089280,3084,5,"There's plenty of horrific acting in ""Hobgoblins,"" but the worse is the main guy named Richard, who is just way too much of a weakling to even sorta root for."
86,tt0089280,3084,6,"Well, when you cast a bunch of friends and try to make the film scary, on a less than shoestring budget, no less, this is what will happen."
87,tt0089280,3084,7,Oh well at least the MST3K version was hilarious.
88,tt0089280,3084,8,"But this is still a horrid movie, that deserves all the bashing it gets. 9 for the MST version."
89,tt0089280,3085,1,"Description: Corny, utterly stupid and worthless."
90,tt0089280,3085,2,"It's so cheap and lame, it'll make you wonder why these abnormally dumb people even wasted 2 months or so to spend a budget I'm guessing this... probably no more than 700 dollars to make this movie."
91,tt0089280,3085,3,It was just hysterical to watch with or without Mystery Science Theater.
92,tt0089280,3085,4,"I am giving you the best advice in the world:Spare yourself, spare your time, life, and money, by NOT I repeat, NOT even ponder about whether you should see this movie."
93,tt0089280,3085,5,"This movie is so corny, it'll make your face turn purple of outraged boredom."
94,tt0089280,3085,6,"If you have a one digit IQ, then be my guest and watch this absolutely despicable movie."
95,tt0089280,3085,7,You might actually admire it.
96,tt0089280,3085,8,"Like I said before, IF you have a one digit IQWith about 12 actors of your own, a few puppets you bought at a garage sale, and of course cameras and music, I gaurentee you'll make a slightly more entertaining home video than this piece of absolute crap."
97,tt0089280,3086,1,"I once thought that ""The Stoned Age"" was the worst film ever made..."
98,tt0089280,3086,2,I was wrong.
99,tt0089280,3086,3,"""Hobgoblins"" surpassed it in every way I could imagine and a few I couldn't."
100,tt0089280,3086,4,"In ""The Stoned Age"" I hated the characters."
101,tt0089280,3086,5,"In ""Hobgoblins"" I hated the actors... and everyone else involved in creating this atrocity."
102,tt0089280,3086,6,"I won't include a teaser to this film, I'm not that cruel."
103,tt0089280,3086,7,I couldn't subject innocent people such as yourselves to such torment.
104,tt0089280,3086,8,"In fact, any discussion of plot pertaining to this film is senseless and demeaning."
105,tt0089280,3086,9,"Words I would use to describe this film are as follows: insipid, asinine, and ingenuous."
106,tt0089280,3086,10,"In conclusion, PLEASE don't watch this film."
107,tt0089280,3086,11,"I beg of you, from one movie lover to another... no, from one human being to another, PLEASE."
108,tt0089280,3086,12,For the sake of your own sanity and intellect DO NOT WATCH IT.
109,tt0089280,3086,13,Destroy any copies you come across.
110,tt0089280,3087,1,A group of extremely unlikable A holes are tormented by lame puppets that some elderly douche bag night watchman has kept locked away in a film vault for twenty years for no reason whatsoever.
111,tt0089280,3087,2,Many people know this film merely from MST3K's spot on ribbing of the flick.
112,tt0089280,3087,3,"But I've seen the actual movie and can safely say that yes it's bad, really, REALLY bad."
113,tt0089280,3087,4,"From the one of the most awful 'fight' scenes I've ever witnessed to the stuffed toy 'aliens' that suffer from a lack of motion I had a My Pet Monster that was scarier right up to the atrocious acting I had a My Pet Monster that was more charismatic However, that being said Rick Sloan's ""Vice Academy"" films are somehow, and trust me I have no earthly idea how, much worse."
114,tt0089280,3087,5,"That's not to suggest that this film is anything but crap, because it isn't."
115,tt0089280,3087,6,Just throwing it out there.
116,tt0089280,3087,7,"Eye Candy: no nudity in the movie proper, but there's 2 pairs of tits in the DVD Introduction to the film My Grade: D Retromedia DVD Extras: Introduction by Jim Wynorski; Stills gallery; and Trailer for this film"
117,tt0089280,3088,1,1
118,tt0089280,3088,2,"Aliens resemble plush toys and hand puppets, while having arms that don't function.2."
119,tt0089280,3088,3,"Aliens mastered intergalactic space travel, but they don't know how to push an unlocked vault door open, yet can push open a door being held shut by five people.3."
120,tt0089280,3088,4,"Old Security Guards know how to get a hold of C4, and are just waiting for the right time to use it, say, when they are suddenly fired for no explainable reason.4."
121,tt0089280,3088,5,"Apparently, US Army boot camp, in the 80's, involved several sessions of ""garden tool combat"", including the pirouette spin of death.5."
122,tt0089280,3088,6,"To impress your prudish girl friend, you have to ""save the world...err...neighborhood"" from aliens.6."
123,tt0089280,3088,7,"All women are sluts, either openly or secretly.7."
124,tt0089280,3088,8,Scummy night clubs look like bad diners.8.
125,tt0089280,3088,9,"""Scummy"" waitresses double as dancers for The Fontanelles how did they get talked into this. who can only do bad 60's dance moves.9."
126,tt0089280,3088,10,Army privates secretly dream of being Rambo.10.
127,tt0089280,3088,11,"Grenades apparently have a setting for ""flash bang""."
128,tt0089280,3088,12,11
129,tt0089280,3088,13,Being burned alive apparently only leaves one with minor burns on their arms.12.
130,tt0089280,3088,14,US Army Staff Sargeants apparently happen to always be in the area and do nothing about aliens in the area.13.
131,tt0089280,3088,15,"Aliens apparently always ""go home"", which means back to the vault they were un locked in.14."
132,tt0089280,3088,16,"Aliens are attracted to bright lights, which apparently means in the Los Angeles area one would assume, the protagonist's house is the most brightly lit thing in the area.15."
133,tt0089280,3088,17,Showing 16 parking scenes in a movie makes the audience clamor for more.16.
134,tt0089280,3088,18,Vans from the 80's apparently have horrible suspension systems.17.
135,tt0089280,3088,19,Comedy is supposed to happen in this film.18.
136,tt0089280,3088,20,Horror is supposed to happen in this film.19.
137,tt0089280,3088,21,Spoofs and homages are supposed to happen in this film.20.
138,tt0089280,3088,22,This film cures insomnia.21.
139,tt0089280,3088,23,"Apparently, garden tools make electronic keyboard noises whenever they are used, not just in fights tell me I'm not the only one who noticed this."
140,tt0089280,3088,24,The simply truth is this film just came out wrong.
141,tt0089280,3088,25,Period.
142,tt0089280,3088,26,"There isn't much meat on the bone, nor does it do anything really well."
143,tt0089280,3088,27,Even average.
144,tt0089280,3088,28,It's just bad.
145,tt0089280,3088,29,"However, I've seen far worse, and the rake fight scene is pure comedy gold, intentional or otherwise.2/10 Jaws 4 was worse then this."
146,tt0089280,3088,30,At least the film never took itself seriously.
147,tt0089280,3089,1,"This movie is so bad, it's comical."
148,tt0089280,3089,2,"In fact, Mystery Science Theatre 3000, the television show in which three characters watch and parody bad movies, used this very film to mock."
149,tt0089280,3089,3,I suggest watching it maybe on YouTube instead of actually seeing this movie.
150,tt0089280,3089,4,"Please, do not see Hobgoblins if you're not prepared to stop within the first scene."
151,tt0089280,3089,5,"Actually, do not see this movie, period."
152,tt0089280,3089,6,Please.
153,tt0089280,3089,7,At least not seriously.
154,tt0089280,3089,8,"Its jokes are not funny to say the least, and you'll have much more fun parodying or watching a parody of it then viewing the movie."
155,tt0089280,3089,9,"You may feel yourself becoming sick upon watching, so spare yourself."
156,tt0089280,3089,10,Read a book.
157,tt0089280,3089,11,Do the laundry.
158,tt0089280,3089,12,Anything is more fun than watching Hobgoblins.
159,tt0089280,3090,1,I really don't have anything new to add but I just felt like I had to comment on this sack.
160,tt0089280,3090,2,So here goes:Atrocious.
161,tt0089280,3090,3,I'm running through my MST3K DVD collection again and I just watched Hobgoblins for about the 10th time.
162,tt0089280,3090,4,"It's really, really painful but it was next on the list..."
163,tt0089280,3090,5,"You can see that there is a tiny kernel of an actual movie buried under all the crap that is ""Hobgoblins"" but it just couldn't get out."
164,tt0089280,3090,6,Everything about this movie is 4th rate.
165,tt0089280,3090,7,"The story, the acting, the effects, the women, the ""action scenes"", the... ahhhh forget it."
166,tt0089280,3090,8,"I can watch a piece of crap like ""The Bloodwaters of Dr."
167,tt0089280,3090,9,"Z"" aka ""Zaat"" over and over and over with hardly any ill effects I like it in fact btw, it will be on TCM later this month October, 2009 but ""Hobgoblins"" is a whole 'nother ballgame."
168,tt0089280,3090,10,"The worst part of it all may be that it's now about 12 hours after the movie ended, I had a good night's sleep, some coffee and some dry toast, my medications, and yet the ersatz ""New Wave"" dance music that Amy, Red Shorts, and Laraine Newman were frolicking to in the living room is STILL RUNNING THROUGH MY HEAD."
169,tt0089280,3090,11,This torment will last for days.
170,tt0089280,3090,12,"Good luck, won't you."
171,tt0089280,3091,1,Hobgoblins is a very cheap and badly done Gremlins rip off.
172,tt0089280,3091,2,That's the best thing one can say about this stinkpile.
173,tt0089280,3091,3,Pretty much everyone in the cast was chosen for their looks and not their acting ability.
174,tt0089280,3091,4,It was very painful to watch.
175,tt0089280,3091,5,Avoid this one at all costs.
176,tt0089280,3092,1,"If movies like Ghoulies rip off Gremlins, then Hobgoblins sinks to the new low of ripping off garbage like Ghoulies."
177,tt0089280,3092,2,"These barely animated furbies have some kind of scheme to fulfill fantasies which involve basically groteque characters' sex dreams oh joy, but what that has to do with anything is anybody's guess, except to let the director indulge his kinky penchant for erotica."
178,tt0089280,3092,3,"They show this down in the 8th circle of Hell, one suspects."
179,tt0089280,3092,4,"There's no real plot just ""goblins kill!"""
180,tt0089280,3092,5,and feeble attempts at humor and a mild attempt to arouse the viewing audience.
181,tt0089280,3093,1,"Whether you watch the regular version of this monstrosity or the MST3K version, you can only be impressed by the utter GALL that went into this production."
182,tt0089280,3093,2,The filmmakers insult the viewer's intelligence from one end to the other and obviously couldn't care less that they are doing so.
183,tt0089280,3093,3,Everything about it is rock bottom cheap.
184,tt0089280,3093,4,Even the 1950s car in the flashback sequence to that era looks like it was hauled out of a junkyard.
185,tt0089280,3093,5,"The ""hobgoblins"" are, as you probably know, ""realized"" with badly crafted hand puppets and stuffed toys; when a person is supposed to be attacked by them, it's clear the toy is being held by the victim to his or her own body."
186,tt0089280,3093,6,"When the critters scurry away from the two security guards, this is shown or rather, not shown by the camera aiming UP at the guards as they look down and turn their heads as if watching the hobgoblins scurrying past."
187,tt0089280,3093,7,"It's reminiscent of the scene in the film ""Tangents"" where two people are standing in the ruins of a future world, surveying the wreckage, and we aren't shown any of it."
188,tt0089280,3093,8,"Budget constraints alloyed with utter incompetence generally mean you won't have anything worth showing, so why try."
189,tt0089280,3093,9,"The ""sets"" were utterly laughable."
190,tt0089280,3093,10,"""Club Scum"" was an obvious diner; the house appears to have been a vacant house probably for rent or sale which the production company got hold of for an hour or two to do the shoot."
191,tt0089280,3093,11,"The ""spacecraft"" is something I would have been ashamed to build when I was a model making 10 year old."
192,tt0089280,3093,12,"The motivations of the characters make no sense Kevin gets denigrated by his worthless ingrate of a girlfriend because he hasn't made her ""proud of him."""
193,tt0089280,3093,13,"I'm sure this was intended to make their reconciliation oh so touching at the end, but any guy with real self respect would have told her to go to hell and left her."
194,tt0089280,3093,14,"Nick is supposedly back from 2 months of Army training yeah, nice regulation haircut, Nick, and seems bent on proving that our country is being defended by sadistic, moronic animals who are sex maniacs."
195,tt0089280,3093,15,"Kyle is a phone sex freak in red shorts who dreams of a night with a spandex clad dominatrix type, but he's so effeminate that he's more likely gay than not."
196,tt0089280,3093,16,One of the girls is a prude and the other is a sleaze.
197,tt0089280,3093,17,And the hobgoblins.
198,tt0089280,3093,18,At the end they all head back to the vault where they've lived for 30 years.
199,tt0089280,3093,19,Why.
200,tt0089280,3093,20,Who knows.
201,tt0089280,3093,21,Who cares.
202,tt0089280,3093,22,"Watch this film and be amazed at how primitive film making in our modern age can be when you have an idiotic script, incompetent direction, actors who are so bad they'd be rejected from a high school theater production, and sets worthy of Edward D."
203,tt0089280,3093,23,"Wood, Jr."
204,tt0089280,3094,1,"MINOR SPOILERS As a bad movie connoisseur I must have viewed hundreds of bad movies and yet ""Hobgoblins"" stands apart from all others in it's own unique way."
205,tt0089280,3094,2,"Classic baddies such as ""The Creeping Terror,"" ""The Mighty Gorga"" and ""Manos"" are uniformly bad from start to finish."
206,tt0089280,3094,3,"""Hobgoblins"" on the other hand, starts off bad and gets progressively worse as it goes."
207,tt0089280,3094,4,During my first viewing of the infamous rake fight scene I thought to myself that this was a truly bad film.
208,tt0089280,3094,5,I was blissfully unaware that I had just seen the best that this movie had to offer.
209,tt0089280,3094,6,"The movie takes its most massive nosedive into celluloid hell during the painfully inept ""Club Scum"" sequence which is a continuous string of one unfunny joke after another."
210,tt0089280,3094,7,"With just this one film, director Rick Sloane proves that he deserves mention alongside the likes of Coleman Francis and Bill Rebane as one of the worst directors of all time."
211,tt0089280,3094,8,How bad can a bad movie be.
212,tt0089280,3094,9,"Watch ""Hobgoblins"" and wonder no longer."
213,tt0089280,3095,1,"Wow, I just finally managed, after several attempts, to finish watching this god awful movie, only to learn that Rick Sloane and his production team have completed a straight to video sequel this year."
214,tt0089280,3095,2,"Of all movies reviewed by MST3K and they truly dig from the bottom of the barrel, screening the reputationally bad 'Manos,' 'Werewolf,' 'The Incredibly Strange,' and the lesser know disasters like 'Laserblast,' 'Zombie Nightmare,' and 'Time Chasers,' this certainly has to be the absolute biggest pile of garbage they'd ever shown which makes it perfect for riffing."
215,tt0089280,3095,3,"Very simple, the movie is about a bunch of Munchies like gremlins on the loose, exploiting people's desires for fame, fortune, prowess, and of course, sex in ways that end up with people getting killed."
216,tt0089280,3095,4,"But this is the kind of movie where the acting is so ridiculous a test of machismo, for example, is illustrated by two guys who battle in the front yard with garden tools, the writing is so forced such as the oft described scene of a gremlin hanging on the arm of one girl who would notice it, if only she turned her head a quarter to the left... and this isn't the first time in the movie this happens, and the story is so... rarely given attention hence the MST3K riff about a ""law in the future where films have to be made by FILMmakers, that you actually root for the furry puppets to kill off everyone on screen."
217,tt0089280,3095,5,Worst movie... ever.
218,tt0089280,3096,1,"For starters, ""Hobgoblins"" tries to ape the more successful ""Gremlins""."
219,tt0089280,3096,2,That's bad enough but they don't even try to make anything that closely resembles a movie here.
220,tt0089280,3096,3,"Instead, it's more like a bargain basement, everything must go clearance of embarrassing scenes, inappropriate sound FX, acting as bland as unflavored tapioca and a script that takes everything humans hold sacred in their motion pictures and throws 'em down the old tube aroo."
221,tt0089280,3096,4,The plot.
222,tt0089280,3096,5,Grrrr....
223,tt0089280,3096,6,Meddling kids track down gremlin like creatures from movie lot before they kill people by projecting their fantasies.
224,tt0089280,3096,7,"Sound cool, does it."
225,tt0089280,3096,8,"Well, see that wall on the other side of your room."
226,tt0089280,3096,9,"Run right at it, top speed, face first."
227,tt0089280,3096,10,"See, THAT is cooler than this movie."
228,tt0089280,3096,11,You dare to doubt.
229,tt0089280,3096,12,"Quick, name something else one of the leads has been in other than this."
230,tt0089280,3096,13,"What other scripts have the writers done since ""Hobgoblins""."
231,tt0089280,3096,14,Name another Rick Sloane directoral effort.
232,tt0089280,3096,15,"How many ""Hobgoblins"" action figures do you have."
233,tt0089280,3096,16,See.
234,tt0089280,3096,17,THANK you.
235,tt0089280,3096,18,I cannot believe I took so long to write about such a horrible film.
236,tt0089280,3096,19,"I'd rather write about more important things; like the separation of church and state, economic restructuring in Europe, that kind of thing."
237,tt0089280,3096,20,"But no, ""Hobgoblins"" it is and it is bad bad like your grandparents' wallpaper, bad as pink flamingos on your lawn, bad like underwear that says ""Home of the Whopper""...and I think we'll stop there."
238,tt0089280,3096,21,"Well, Mike and the robots fight valiantly but try as they might, they can do only so much with ""Hobgoblins"" before they realize that, yes, the director DOES need kicked in the shin."
239,tt0089280,3096,22,"Real, real hard."
240,tt0089280,3096,23,"One star for ""Hobgoblins"", seven stars for the MST3K version."
241,tt0089280,3097,1,"There can be no questions of spoilers for this movie, the director beat us all too and spoiled this movie in oh so many ways."
242,tt0089280,3097,2,"A blatant rip off of stuff like Critters and Gremlins, this movie fails on so many levels to recapture the humour and horror of those better made films."
243,tt0089280,3097,3,"It ends up a sleazy waste of time, where bad actors deliver bad dialogue in front of an idiot director, who occasionally tosses stuffed toys at them."
244,tt0089280,3097,4,"They wrestle with said toys in much the same manner as old Tarzan films used to use rubber crocodiles, shaking them whilst screaming and trying their best to make it look slightly threatening."
245,tt0089280,3097,5,"It's painful to watch, and not helped by the mental 80's fashions worn by the cast."
246,tt0089280,3097,6,"Basically, some crazy little aliens who have been trapped by an aging security guard in a film lot finally get free after umpteen years confinement, and begin to telepathically screw around with peoples minds."
247,tt0089280,3097,7,"The guards new recruit, the idiot who let them out despite repeated warnings, gets his gang of 80's friends together and they go off and have minor adventures together while trying to recapture the Grem..."
248,tt0089280,3097,8,Hobgoblins.
249,tt0089280,3097,9,"All life is here, with the gang consisting of a knucklehead jock, his 80's slut girlfriend, the 'hero's frigid and prissy girlfriend, and the young hero, lacking in confidence and wishing his girlfriend would put out anyway."
250,tt0089280,3097,10,"First off comes the infamous rake fighting scene, where the ex military jock shows how he was trained in the army to be a bully, poking the nerdy hero with the wrong end of a rake for what seems like hours."
251,tt0089280,3097,11,"Then there's some running around, terminating in a real pie fight style ending in a scuzzy nightclub with comedy hand grenades blowing up everything except the people standing right next to them."
252,tt0089280,3097,12,"Then the film sorta ends, and alls well that ends well."
253,tt0089280,3097,13,It's not.
254,tt0089280,3097,14,"This is like watching a train wreck, you cant take your eyes off it, it's so bad."
255,tt0089280,3097,15,"Perfect fare for Mystery Science Theater, but god awful should you try to watch it alone and uncut."
256,tt0089280,3097,16,"The Fashion Police still have a number of outstanding warrants for the cast, and I dare anyone not to laugh in outright derision at the rake fight."
257,tt0089280,3097,17,"This scores 2 out of 10 at most, on a good day."
258,tt0089280,3098,1,How Rick Sloane was allowed to make five movies is harder to believe than cold fusion.
259,tt0089280,3098,2,This film is absolutely criminal.
260,tt0089280,3098,3,"Before watching this movie I thought Manos: Hands of Fate was the worse piece of crap I ever saw, but at least Manos moves so slowly you might fall asleep, thereby rescuing your eyes from the pain it will suffer."
261,tt0089280,3098,4,"The greatest tragedy of this movie is that the old man that keeps the Hobgoblins ""locked"" up makes it to the final scene."
262,tt0089280,3098,5,The time I spent watching this movie was an absolute waste of my life.
263,tt0089280,3099,1,"This movie is not just bad, not just corny, it is repulsive."
264,tt0089280,3099,2,"Something about Daphne, about the creepy call girl, about the whole damn and I use the word literally film radiates a grotesquery that would offend a brothel mistress."
265,tt0089280,3099,3,"This film makes my skin crawl, makes me regret having reproductive organs, and makes me feel unclean."
266,tt0089280,3099,4,One of the things that bothers me most about this movie is that they used such a good concept.
267,tt0089280,3099,5,"A creature that makes fantasies with disastrous results, rather than the cliché Worst Nightmare and the overdone Twisted Wish, is a truly fascinating film idea."
268,tt0089280,3099,6,Thought: The reason why hobgoblins need to be killed before day is that they are attracted to bright lights.
269,tt0089280,3099,7,"During the day, bright lights don't show up well, so they could go anywhere."
270,tt0089280,3099,8,"Count the Hobgoblins: Four hobgoblins drive out of the film studio, and yet at least nine of the pernicious plush toys are killed throughout the course of the movie."
271,tt0089280,3099,9,"Discussion Question: If you had a frigid, demanding, unappreciative girlfriend, would you enter garden tool combat with a military chunkhead."
272,tt0089280,3099,10,Explain.
273,tt0089280,3100,1,Hobgoblins....
274,tt0089280,3100,2,Hobgoblins....where do I begin.!.
275,tt0089280,3100,3,This film gives Manos The Hands of Fate and Future War a run for their money as the worst film ever made.
276,tt0089280,3100,4,"This one is fun to laugh at, where as Manos was just painful to watch."
277,tt0089280,3100,5,"Hobgoblins will end up in a time capsule somewhere as the perfect movie to describe the term: ""80's cheeze""."
278,tt0089280,3100,6,"The acting and I am using this term loosely is atrocious, the Hobgoblins are some of the worst puppets you will ever see, and the garden tool fight has to be seen to be believed."
279,tt0089280,3100,7,"The movie was the perfect vehicle for MST3K, and that version is the only way to watch this mess."
280,tt0089280,3100,8,This movie gives Mike and the bots lots of ammunition to pull some of the funniest one liners they have ever done.
281,tt0089280,3100,9,If you try to watch this without the help of Mike and the bots.....
282,tt0089280,3100,10,God help you!!
283,tt0089280,3101,1,"This rip off of the 1984 hit ""Gremlins"" is quite possibly the biggest train wreck of a movie ever made."
284,tt0089280,3101,2,"Even for a 'B' grade movie, all other cheap horror movies on the same platform completely dwarf this movie in terms of plot, acting, and goodness."
285,tt0089280,3101,3,It begins with a random old security guard and the younger punky security guard whose name is of no importance.
286,tt0089280,3101,4,Why.
287,tt0089280,3101,5,"Because a few minutes into the film he walks into the 'forbidden' safe, and is killed whilst living out his fantasy of being a rock star in a cheap pub."
288,tt0089280,3101,6,This is just an appetizer for the scat filled main course.
289,tt0089280,3101,7,"The main character, KEVIN, struggles various times to prove himself as more than a total pussy."
290,tt0089280,3101,8,"Perhaps he succeeds within the film, but to the audience he proves himself as nothing more than a bad actor."
291,tt0089280,3101,9,"Kevin gets himself a job with the old security guard, and is guided through his security shift in the wait for it abandoned studio lot."
292,tt0089280,3101,10,Yes why bother making a set when you can just use the studio itself.
293,tt0089280,3101,11,Back to the film.
294,tt0089280,3101,12,Kevin somehow opens the forbidden safe and releases the Hobgoblins.
295,tt0089280,3101,13,The Hobgoblins force people to live out their wildest fantasies and then kill them for some reason.
296,tt0089280,3101,14,They must be returned before sunrise or else...or else what.
297,tt0089280,3101,15,Exactly.
298,tt0089280,3101,16,"Other characters include Kevin's 'macho' army friend NICK, Nick's 'woman' DAPHNE whose character has no more substance than a bitch slut attitude and prostitute worthy outfits."
