"","no","Rev_ID","Sen_ID","Word","POS","aspect.category"
"42","tt0029850",7915,7,"film","noun","general"
"43","tt0029850",7915,8,"Nevsky","noun","no"
"44","tt0029850",7915,8,"point","noun","no"
"45","tt0029850",7915,8,"half","noun","no"
"46","tt0029850",7915,8,"battle","noun","no"
"47","tt0029850",7915,8,"milestone","noun","no"
"48","tt0029850",7915,8,"movie history","noun","general"
"49","tt0029850",7915,8,"battle","noun","no"
"50","tt0029850",7915,8,"screen","noun","no"
"51","tt0029850",7915,9,"point","noun","no"
"52","tt0029850",7915,9,"Prokofiev","noun","no"
"53","tt0029850",7915,9,"soundtrack","noun","music"
"54","tt0029850",7915,9,"composer","noun","music"
"55","tt0029850",7915,9,"score","noun","music"
"56","tt0029850",7915,9,"movie","noun","general"
"57","tt0029850",7915,9,"time","noun","no"
"58","tt0029850",7915,10,"points","noun","no"
"59","tt0029850",7915,10,"relief","noun","no"
"60","tt0029850",7915,10,"form","noun","no"
"61","tt0029850",7915,10,"Russian warriors","noun","no"
"62","tt0029850",7915,10,"peasant","noun","no"
"63","tt0029850",7916,1,"Alexander Nevsky","noun","no"
"64","tt0029850",7916,1,"masterpiece","noun","no"
"65","tt0029850",7916,3,"People","noun","no"
"66","tt0029850",7916,3,"battles","noun","no"
"67","tt0029850",7916,3,"music","noun","music"
"68","tt0029850",7916,4,"effects","noun","general"
"69","tt0029850",7916,4,"organ","noun","no"
"70","tt0029850",7916,4,"sounds","noun","music"
"71","tt0029850",7916,5,"film buffs","noun","general"
"72","tt0029850",7916,5,"viewer","noun","no"
"73","tt0029850",7916,5,"Alexander Nevsky","noun","no"
"74","tt0029850",7916,5,"propaganda","noun","no"
"75","tt0029850",7916,5,"music","noun","music"
"76","tt0029850",7916,5,"film buffs","noun","general"
"77","tt0029850",7916,6,"film","noun","general"
"78","tt0029850",7916,6,"master piece","noun","no"
"79","tt0029850",7916,7,"bits","noun","no"
"80","tt0029850",7916,8,"costumes","noun","no"
"81","tt0029850",7916,8,"Teutonic knights","noun","no"
"82","tt0029850",7916,8,"battle scenes","noun","general"
"83","tt0029850",7916,8,"time","noun","no"
"84","tt0029850",7916,9,"master piece","noun","no"
"85","tt0029850",7916,9,"age","noun","no"
"86","tt0029850",7917,1,"Alexander Nevsky","noun","no"
"87","tt0029850",7917,1,"director Sergei Eisenstein","noun","direction"
"88","tt0029850",7917,1,"return","noun","no"
"89","tt0029850",7917,1,"film making","noun","direction"
"90","tt0029850",7917,1,"period","noun","no"
"91","tt0029850",7917,1,"exile","noun","no"
"92","tt0029850",7917,1,"propaganda film","noun","general"
"93","tt0029850",7917,1,"Russia","noun","no"
"94","tt0029850",7917,1,"superiority","noun","no"
"95","tt0029850",7917,1,"Germany","noun","no"
"96","tt0029850",7917,2,"plot","noun","story"
"97","tt0029850",7917,2,"Russians unite","noun","no"
"98","tt0029850",7917,2,"battle Germans","noun","no"
"99","tt0029850",7917,2,"Russia","noun","no"
"100","tt0029850",7917,3,"film","noun","general"
"101","tt0029850",7917,3,"montage","noun","no"
"102","tt0029850",7917,3,"battle scenes","noun","general"
"103","tt0029850",7917,3,"moments","noun","no"
"104","tt0029850",7917,3,"brutality","noun","no"
"105","tt0029850",7917,3,"scene","noun","general"
"106","tt0029850",7917,3,"soldiers","noun","no"
"107","tt0029850",7917,3,"children","noun","no"
"108","tt0029850",7917,3,"fire","noun","no"
"109","tt0029850",7917,4,"Eisenstein","noun","direction"
"110","tt0029850",7917,4,"sound film","noun","general"
"111","tt0029850",7917,4,"idea","noun","no"
"112","tt0029850",7917,4,"medium","noun","no"
"113","tt0029850",7917,5,"film","noun","general"
"114","tt0029850",7917,5,"film","noun","general"
"115","tt0029850",7917,5,"sound","noun","music"
"116","tt0029850",7917,6,"dialogue scenes","noun","general"
"117","tt0029850",7917,6,"screen","noun","no"
"118","tt0029850",7917,6,"pacing","noun","no"
"119","tt0029850",7917,6,"actors","noun","cast"
"120","tt0029850",7917,6,"set","noun","no"
"121","tt0029850",7917,6,"time","noun","no"
"122","tt0029850",7917,7,"Eisenstein","noun","direction"
"123","tt0029850",7917,7,"sound","noun","music"
"124","tt0029850",7917,7,"excuse","noun","no"
"125","tt0029850",7917,7,"rousing Prokofiev score","noun","no"
"126","tt0029850",7917,7,"proceedings","noun","no"
"127","tt0029850",7917,7,"film","noun","general"
"128","tt0029850",7917,7,"assets","noun","no"
"129","tt0029850",7917,8,"Eisenstein","noun","direction"
"130","tt0029850",7917,8,"ability","noun","no"
"131","tt0029850",7917,8,"lack","noun","no"
"132","tt0029850",7917,8,"actors","noun","cast"
"133","tt0029850",7917,8,"his film","noun","general"
"134","tt0029850",7917,8,"narrative format","noun","no"
"135","tt0029850",7917,8,"images","noun","no"
"136","tt0029850",7917,8,"music","noun","music"
"137","tt0029850",7917,8,"effect","noun","general"
"138","tt0029850",7917,8,"Alexander Nevsky","noun","no"
"139","tt0029850",7917,8,"shines","noun","no"
"140","tt0029850",7917,8,"its deficiencies","noun","no"
"141","tt0029850",7917,9,"Grade","noun","no"
"142","tt0029850",7918,1,"Eisenstein","noun","direction"
"143","tt0029850",7918,1,"film maker who","noun","direction"
"144","tt0029850",7918,1,"theories","noun","no"
"145","tt0029850",7918,1,"what film","noun","general"
"146","tt0029850",7918,2,"Alexander Nevsky","noun","no"
"147","tt0029850",7918,2,"anything","noun","no"
"148","tt0029850",7918,2,"period","noun","no"
"149","tt0029850",7918,2,"US","noun","no"
"150","tt0029850",7918,2,"film","noun","general"
"151","tt0029850",7918,2,"film school","noun","general"
"152","tt0029850",7918,2,"world","noun","no"
"153","tt0029850",7918,2,"continent","noun","no"
"154","tt0029850",7918,2,"approach","noun","no"
"155","tt0029850",7918,2,"cinema","noun","general"
"156","tt0029850",7918,3,"film","noun","general"
"157","tt0029850",7918,3,"Pudovkin","noun","no"
"158","tt0029850",7918,3,"Kuleshov","noun","no"
"159","tt0029850",7918,3,"theories","noun","no"
"160","tt0029850",7918,3,"montage","noun","no"
"161","tt0029850",7918,3,"example","noun","no"
"162","tt0029850",7918,3,"Wikipedia entry","noun","no"
"163","tt0029850",7918,3,"Marxist Film Theory","noun","general"
"164","tt0029850",7918,4,"forms","noun","no"
"165","tt0029850",7918,4,"Hegelian dialectic","noun","no"
"166","tt0029850",7918,5,"film","noun","general"
"167","tt0029850",7918,5,"understanding","noun","no"
"168","tt0029850",7918,5,"Eisenstein","noun","direction"
"169","tt0029850",7918,5,"ideas","noun","no"
"170","tt0029850",7918,5,"ideals","noun","no"
"171","tt0029850",7918,6,"Alexander Nevsky","noun","no"
"172","tt0029850",7918,6,"characters","noun","cast"
"173","tt0029850",7918,6,"distillations","noun","no"
"174","tt0029850",7918,6,"their nation","noun","no"
"175","tt0029850",7918,6,"character","noun","cast"
"176","tt0029850",7918,7,"Nevsky","noun","no"
"177","tt0029850",7918,7,"his generals","noun","no"
"178","tt0029850",7918,7,"life","noun","no"
"179","tt0029850",7918,7,"aspects","noun","no"
"180","tt0029850",7918,7,"people","noun","no"
"181","tt0029850",7918,8,"acting","noun","cast"
"182","tt0029850",7918,9,"school","noun","no"
"183","tt0029850",7918,9,"style","noun","no"
"184","tt0029850",7918,9,"Hollywood","noun","no"
"185","tt0029850",7918,10,"Eisenstein","noun","direction"
"186","tt0029850",7918,10,"films","noun","general"
"187","tt0029850",7918,11,"anything","noun","no"
"188","tt0029850",7918,11,"lighting","noun","general"
"189","tt0029850",7918,11,"language","noun","no"
"190","tt0029850",7918,11,"actor","noun","cast"
"191","tt0029850",7918,11,"way","noun","no"
"192","tt0029850",7918,12,"Eisenstein","noun","direction"
"193","tt0029850",7918,12,"proponents","noun","no"
"194","tt0029850",7918,12,"film","noun","general"
"195","tt0029850",7918,12,"art form","noun","no"
"196","tt0029850",7918,12,"entertainment","noun","general"
"197","tt0029850",7918,13,"editing","noun","general"
"198","tt0029850",7918,13,"clash","noun","no"
"199","tt0029850",7918,13,"images","noun","no"
"200","tt0029850",7918,13,"idea","noun","no"
"201","tt0029850",7918,14,"Shots","noun","no"
"202","tt0029850",7918,14,"contrast","noun","no"
"203","tt0029850",7918,14,"Eisenstein","noun","direction"
"204","tt0029850",7918,14,"films","noun","general"
"205","tt0029850",7918,14,"elements","noun","no"
"206","tt0029850",7918,14,"argument","noun","no"
"207","tt0029850",7918,14,"dialectic","noun","no"
"208","tt0029850",7918,15,"shout hurrah","noun","no"
"209","tt0029850",7918,15,"Russia","noun","no"
"210","tt0029850",7918,15,"her folk hero defenders","noun","cast"
"211","tt0029850",7918,15,"boo","noun","no"
"212","tt0029850",7918,15,"cowardly nobles","noun","no"
"213","tt0029850",7918,15,"Teuton invaders","noun","no"
"214","tt0029850",7918,15,"difference","noun","no"
"215","tt0029850",7919,1,"anyone","noun","no"
"216","tt0029850",7919,1,"Eisentein","noun","direction"
"217","tt0029850",7919,1,"Ivan","noun","cast"
"218","tt0029850",7919,1,"Terrible movies","noun","general"
"219","tt0029850",7919,1,"movie","noun","general"
"220","tt0029850",7919,2,"movie","noun","general"
"221","tt0029850",7919,2,"Lord","noun","no"
"222","tt0029850",7919,2,"Ring","noun","no"
"223","tt0029850",7919,2,"Return","noun","no"
"224","tt0029850",7919,2,"King""","noun","no"
"225","tt0029850",7919,2,"effect","noun","general"
"226","tt0029850",7919,2,"drama","noun","general"
"227","tt0029850",7919,3,"KKK","noun","no"
"228","tt0029850",7919,3,"Novgorod","noun","no"
"229","tt0029850",7919,3,"Russia","noun","no"
"230","tt0029850",7919,4,"Russian","noun","no"
"231","tt0029850",7919,4,"Nevsky","noun","no"
"232","tt0029850",7919,4,"Russia","noun","no"
"233","tt0029850",7919,5,"Nikolai Cherkasov","noun","cast"
"234","tt0029850",7919,5,"Ivan","noun","no"
"235","tt0029850",7919,5,"Ivan","noun","no"
"236","tt0029850",7919,5,"Terrible films","noun","general"
"237","tt0029850",7919,5,"Nevsky","noun","no"
"238","tt0029850",7919,6,"min","noun","no"
"239","tt0029850",7919,6,"passing","noun","no"
"240","tt0029850",7919,6,"Mongol","noun","no"
"241","tt0029850",7919,7,"scenes","noun","general"
"242","tt0029850",7919,8,"anticipation","noun","no"
"243","tt0029850",7919,8,"War","noun","no"
"244","tt0029850",7919,8,"dialogue","noun","general"
"245","tt0029850",7919,8,"""how","noun","no"
"246","tt0029850",7919,8,"enemy","noun","no"
"247","tt0029850",7919,9,"speeches","noun","no"
"248","tt0029850",7919,9,"film","noun","general"
"249","tt0029850",7919,9,"film","noun","general"
"250","tt0029850",7919,10,"fighting scene","noun","general"
"251","tt0029850",7919,10,"Civil War","noun","no"
"252","tt0029850",7919,10,"fighting scene","noun","general"
"253","tt0029850",7919,10,"Birth","noun","no"
"254","tt0029850",7919,10,"Nation","noun","no"
"255","tt0029850",7919,11,"strength","noun","no"
"256","tt0029850",7919,11,"movie","noun","general"
"257","tt0029850",7919,11,"score","noun","music"
"258","tt0029850",7919,11,"Sergei Prokofiev.","noun","music"
"259","tt0029850",7919,12,"music","noun","music"
"260","tt0029850",7919,12,"epic feel","noun","no"
"261","tt0029850",7919,12,"movie","noun","general"
"262","tt0029850",7919,12,"scenes","noun","general"
"263","tt0029850",7919,12,"dialogue","noun","general"
"264","tt0029850",7920,1,"Serge Prokofiev1891","noun","music"
"265","tt0029850",7920,1,"score","noun","music"
"266","tt0029850",7920,1,"lyrics","noun","music"
"267","tt0029850",7920,2,"lyrics","noun","music"
"268","tt0029850",7920,2,"Alexander Nevsky","noun","no"
"269","tt0029850",7920,2,"nothing","noun","no"
"270","tt0029850",7920,2,"witness","noun","no"
"271","tt0029850",7920,2,"song","noun","music"
"272","tt0029850",7920,2,"scores","noun","music"
"273","tt0029850",7920,2,"literature","noun","general"
"274","tt0029850",7920,3,"film","noun","general"
"275","tt0029850",7920,3,"score","noun","music"
"276","tt0029850",7920,3,"place","noun","no"
"277","tt0029850",7920,3,"world","noun","no"
"278","tt0029850",7920,3,"internet","noun","no"
"279","tt0029850",7920,4,"composers","noun","music"
"280","tt0029850",7920,4,"website","noun","no"
"281","tt0029850",7920,4,"his estate","noun","no"
"282","tt0029850",7920,4,"care","noun","no"
"283","tt0029850",7920,4,"score","noun","music"
"284","tt0029850",7920,4,"score","noun","music"
"285","tt0029850",7920,5,"boldness","noun","no"
"286","tt0029850",7920,5,"Great Novgorod","noun","no"
"287","tt0029850",7920,6,"song","noun","music"
"288","tt0029850",7920,6,"Alexander Nevsky","noun","no"
"289","tt0029850",7920,7,",it","noun","no"
"290","tt0029850",7920,7,"River Neva","noun","no"
"291","tt0029850",7920,7,"River Neva","noun","no"
"292","tt0029850",7920,7,"waters","noun","no"
"293","tt0029850",7920,8,"we slew our foes'pick","noun","no"
"294","tt0029850",7920,8,"men","noun","no"
"295","tt0029850",7920,8,"men","noun","no"
"296","tt0029850",7920,8,"army","noun","no"
"297","tt0029850",7920,8,"Swedes","noun","no"
"298","tt0029850",7920,12,"their ships","noun","no"
"299","tt0029850",7920,12,"war","noun","no"
"300","tt0029850",7920,12,"kindling","noun","no"
"301","tt0029850",7920,13,"fight our blood","noun","no"
"302","tt0029850",7920,13,"land","noun","no"
"303","tt0029850",7920,13,"land","noun","no"
"304","tt0029850",7920,15,"broadaxe","noun","no"
"305","tt0029850",7920,15,"street","noun","no"
"306","tt0029850",7920,15,"their ranks","noun","no"
"307","tt0029850",7920,15,"lane","noun","no"
"308","tt0029850",7920,15,"spears","noun","no"
"309","tt0029850",7920,16,"invading","noun","no"
"310","tt0029850",7920,16,"grass","noun","no"
"311","tt0029850",7920,16,"desert soil","noun","no"
"312","tt0029850",7920,17,"Land","noun","no"
"313","tt0029850",7920,18,"Russia","noun","no"
"314","tt0029850",7920,18,"death","noun","no"
"315","tt0029850",7920,19,"Rise","noun","no"
"316","tt0029850",7920,19,"land ,arise ,rise","noun","no"
"317","tt0029850",7920,19,"arms","noun","no"
"318","tt0029850",7920,19,"Novgorod","noun","no"
"319","tt0029850",7920,20,"call","noun","no"
"320","tt0029850",7920,20,"arms","noun","no"
"321","tt0029850",7920,20,"arms","noun","no"
"322","tt0029850",7920,20,"Russian folk","noun","no"
"323","tt0029850",7920,20,"battle","noun","no"
"324","tt0029850",7920,20,"fight","noun","no"
"325","tt0029850",7920,20,"death ,arise","noun","no"
"326","tt0029850",7920,20,"people","noun","no"
"327","tt0029850",7920,20,"land","noun","no"
"328","tt0029850",7920,21,"warriors","noun","no"
"329","tt0029850",7920,21,"fame","noun","no"
"330","tt0029850",7920,21,"warriors","noun","no"
"331","tt0029850",7920,22,"home","noun","no"
"332","tt0029850",7920,22,"soil","noun","no"
"333","tt0029850",7920,22,"ye people","noun","no"
"334","tt0029850",7920,22,"folk","noun","no"
"335","tt0029850",7920,23,"Native Russia","noun","no"
"336","tt0029850",7920,23,"foe","noun","no"
"337","tt0029850",7920,24,"Rise","noun","no"
"338","tt0029850",7920,24,"arms","noun","no"
"339","tt0029850",7920,24,"mother Russia","noun","no"
"340","tt0029850",7920,25,"foe","noun","no"
"341","tt0029850",7920,25,"Russian Land ,no","noun","no"
"342","tt0029850",7920,25,"troops","noun","no"
"343","tt0029850",7920,25,"Russia ,unseen","noun","no"
"344","tt0029850",7920,25,"ways","noun","no"
"345","tt0029850",7920,25,"Russia","noun","no"
"346","tt0029850",7920,25,"foe","noun","no"
"347","tt0029850",7920,25,"fields","noun","no"
"348","tt0029850",7920,25,"reader","noun","no"
"349","tt0029850",7920,25,"field","noun","no"
"350","tt0029850",7920,25,"snow","noun","no"
"351","tt0029850",7920,25,"field","noun","no"
"352","tt0029850",7920,25,"field","noun","no"
"353","tt0029850",7920,25,"death","noun","no"
"354","tt0029850",7920,26,"warriors","noun","no"
"355","tt0029850",7920,26,"youths","noun","no"
"356","tt0029850",7920,27,"saber","noun","no"
"357","tt0029850",7920,27,"arrow","noun","no"
"358","tt0029850",7920,28,"their wounds blood","noun","no"
"359","tt0029850",7920,28,"rain","noun","no"
"360","tt0029850",7920,28,"soil","noun","no"
"361","tt0029850",7920,28,"fields","noun","no"
"362","tt0029850",7920,29,"Russia","noun","no"
"363","tt0029850",7920,29,"death","noun","no"
"364","tt0029850",7920,29,"my kiss","noun","no"
"365","tt0029850",7920,29,"eyes","noun","no"
"366","tt0029850",7920,29,"lad","noun","no"
"367","tt0029850",7920,29,"wife","noun","no"
"368","tt0029850",7920,29,"friend","noun","no"
"369","tt0029850",7920,30,"I'LL","noun","no"
"370","tt0029850",7920,30,"man","noun","no"
"371","tt0029850",7920,30,"charm","noun","no"
"372","tt0029850",7920,30,"beauty","noun","no"
"373","tt0029850",7920,31,"man","noun","no"
"374","tt0029850",7920,31,"brave,","noun","no"
"375","tt0029850",7920,31,"warriors","noun","no"
"376","tt0029850",7920,32,"its conclusion","noun","no"
"377","tt0029850",7920,32,"Nevskys entry","noun","no"
"378","tt0029850",7920,32,"PskovIn","noun","no"
"379","tt0029850",7920,32,"campaign Russia","noun","no"
"380","tt0029850",7920,32,"war","noun","no"
"381","tt0029850",7920,33,"Russia","noun","no"
"382","tt0029850",7920,33,"troops","noun","no"
"383","tt0029850",7920,34,"land","noun","no"
"384","tt0029850",7920,34,"foe","noun","no"
"385","tt0029850",7920,35,"Foes","noun","no"
"386","tt0029850",7920,35,"death","noun","no"
"387","tt0029850",7920,36,"Celebrate","noun","no"
"388","tt0029850",7920,36,"mother Russia","noun","no"
"389","tt0029850",7920,37,"land foe men","noun","no"
"390","tt0029850",7920,38,"Foes","noun","no"
"391","tt0029850",7920,38,"towns","noun","no"
"392","tt0029850",7920,38,"fields","noun","no"
"393","tt0029850",7920,38,"Russia","noun","no"
"394","tt0029850",7920,38,"death","noun","no"
"395","tt0029850",7920,39,"our Russia","noun","no"
"396","tt0029850",7920,39,"Russia","noun","no"
"397","tt0029850",7920,39,"foe","noun","no"
"398","tt0029850",7920,40,"Celebrate","noun","no"
"399","tt0029850",7920,40,"mother Russia","noun","no"
"400","tt0029850",7920,41,"Russia","noun","no"
"401","tt0029850",7920,41,"triumph","noun","no"
"402","tt0029850",7920,41,"celebration","noun","no"
"403","tt0029850",7920,42,"Celebrate","noun","no"
"404","tt0029850",7920,42,"motherland","noun","no"
"405","tt0029850",7920,43,"Prokofiev","noun","no"
"406","tt0029850",7920,43,"bit","noun","no"
"407","tt0029850",7920,43,"pressure","noun","no"
"408","tt0029850",7920,43,"Stalin","noun","no"
"409","tt0029850",7920,44,"score","noun","music"
"410","tt0029850",7920,44,"Stalin","noun","no"
"411","tt0029850",7920,45,"beauty","noun","no"
"412","tt0029850",7920,45,"world","noun","no"
"413","tt0029850",7920,45,"Nevsky","noun","no"
"414","tt0029850",7920,45,"Hero whose God","noun","no"
"415","tt0029850",7920,45,"attributes","noun","no"
"416","tt0029850",7920,45,"participation","noun","no"
"417","tt0029850",7920,45,"love","noun","no"
"418","tt0029850",7920,46,"telling","noun","no"
"419","tt0029850",7920,46,"story","noun","story"
"420","tt0029850",7920,46,"Alexander Nevsky","noun","no"
"421","tt0029850",7921,1,"movies","noun","general"
"422","tt0029850",7921,1,"side","noun","no"
"423","tt0029850",7921,1,"shortcomings","noun","no"
"424","tt0029850",7921,1,"result","noun","no"
"425","tt0029850",7921,1,"date","noun","no"
"426","tt0029850",7921,1,"location","noun","no"
"427","tt0029850",7921,1,"its productionand accentuate","noun","no"
"428","tt0029850",7921,2,"ways","noun","no"
"429","tt0029850",7921,2,"film","noun","general"
"430","tt0029850",7921,3,"parody","noun","music"
"431","tt0029850",7921,3,"line summary","noun","no"
"432","tt0029850",7921,3,"shortcoming","noun","no"
"433","tt0029850",7921,3,"English speaker","noun","no"
"434","tt0029850",7921,3,"subtitles","noun","general"
"435","tt0029850",7921,4,"print","noun","no"
"436","tt0029850",7921,4,"Film Export","noun","general"
"437","tt0029850",7921,4,"subtitles","noun","general"
"438","tt0029850",7921,4,"grammar","noun","general"
"439","tt0029850",7921,4,"impression","noun","no"
"440","tt0029850",7921,4,"century speech","noun","no"
"441","tt0029850",7921,5,"impact","noun","no"
"442","tt0029850",7921,5,"nonsense","noun","no"
"443","tt0029850",7921,5,"subtitles","noun","general"
"444","tt0029850",7921,5,"time","noun","no"
"445","tt0029850",7921,5,"images","noun","general"
"446","tt0029850",7921,6,"imagery","noun","general"
"447","tt0029850",7921,6,"films","noun","general"
"448","tt0029850",7921,6,"strength","noun","no"
"449","tt0029850",7921,6,"issue","noun","no"
"450","tt0029850",7921,7,"IMDB niks","noun","no"
"451","tt0029850",7921,7,"plenty","noun","no"
"452","tt0029850",7921,7,"propaganda elements","noun","no"
"453","tt0029850",7921,7,"film","noun","general"
"454","tt0029850",7921,7,"case","noun","no"
"455","tt0029850",7921,7,"viewer","noun","no"
"456","tt0029850",7921,8,"plenty","noun","no"
"457","tt0029850",7921,8,"battle","noun","no"
"458","tt0029850",7921,8,"ice scene","noun","general"
"459","tt0029850",7921,8,"my view","noun","no"
"460","tt0029850",7921,9,"love interest","noun","no"
"461","tt0029850",7921,9,"subtlety","noun","no"
"462","tt0029850",7921,9,"charm","noun","no"
"463","tt0029850",7921,11,"Prokofiev music","noun","music"
"464","tt0029850",7921,11,"film","noun","general"
"465","tt0029850",7921,11,"film","noun","general"
"466","tt0029850",7921,12,"images","noun","general"
"467","tt0029850",7921,12,"music complement","noun","music"
"468","tt0029850",7921,13,"images","noun","general"
"469","tt0029850",7921,13,"mind","noun","no"
"470","tt0029850",7921,13,"time","noun","no"
"471","tt0029850",7921,14,"Bergman","noun","no"
"472","tt0029850",7921,14,"lot","noun","no"
"473","tt0029850",7921,14,"images","noun","general"
"474","tt0029850",7921,14,"imagery","noun","general"
"475","tt0029850",7921,14,"pieces","noun","no"
"476","tt0029850",7921,15,"Seventh Seal","noun","no"
"477","tt0029850",7921,15,"Virgin Spring building","noun","no"
"478","tt0029850",7921,15,"Eisenstein","noun","direction"
"479","tt0029850",7921,15,"ideas","noun","no"
"480","tt0029850",7921,16,"film","noun","general"
"481","tt0029850",7921,16,"USSR.","noun","no"
"482","tt0029850",7921,17,"context","noun","no"
"483","tt0029850",7921,17,"masterpiece","noun","no"
"484","tt0029850",7921,18,"viewer","noun","no"
"485","tt0029850",7921,18,"flow","noun","no"
"486","tt0029850",7921,18,"treats","noun","no"
"487","tt0029850",7921,18,"show","noun","no"
"488","tt0029850",7922,1,"Warning","noun","no"
"489","tt0029850",7922,1,"spoilers","noun","no"
"490","tt0029850",7922,2,"film","noun","general"
"491","tt0029850",7922,2,"story details","noun","story"
"492","tt0029850",7922,3,"Eisenstein","noun","direction"
"493","tt0029850",7922,3,"propaganda film","noun","general"
"494","tt0029850",7922,3,"everyone","noun","no"
"495","tt0029850",7922,4,"er","noun","no"
"496","tt0029850",7922,5,"soundtrack","noun","music"
"497","tt0029850",7922,5,"soundtrack","noun","music"
"498","tt0029850",7922,6,"version Prokofiev","noun","music"
"499","tt0029850",7922,6,"performance","noun","cast"
"500","tt0029850",7922,6,"Fritz Reiner","noun","music"
"501","tt0029850",7922,6,"Chicago Symphony","noun","music"
"502","tt0029850",7922,7,"film","noun","general"
"503","tt0029850",7922,7,"places","noun","no"
"504","tt0029850",7922,8,"Midsummer Night","noun","no"
"505","tt0029850",7922,8,"Dream""","noun","no"
"506","tt0029850",7922,9,"scenes","noun","general"
"507","tt0029850",7922,10,"actors","noun","cast"
"508","tt0029850",7922,11,"actor","noun","cast"
"509","tt0029850",7922,11,"Nevsky","noun","no"
"510","tt0029850",7922,11,"superstar today","noun","no"
"511","tt0029850",7922,12,"Ditto","noun","no"
"512","tt0029850",7922,12,"warrior chick","noun","no"
"513","tt0029850",7922,12,"Vasilisa","noun","no"
"514","tt0029850",7922,12,"rocker","noun","no"
"515","tt0029850",7922,13,"world","noun","no"
"516","tt0029850",7922,13,"collection","noun","no"
"517","tt0029850",7922,13,"film","noun","general"
"518","tt0029850",7922,13,"sayings","noun","no"
"519","tt0029850",7922,13,"tons","noun","no"
"520","tt0029850",7922,13,"bulk","noun","no"
"521","tt0029850",7922,13,"lines","noun","no"
"522","tt0029850",7922,14,"battle scenes","noun","general"
"523","tt0029850",7922,14,"budget Hollywood flix","noun","no"
"524","tt0029850",7922,15,"guys","noun","no"
"525","tt0029850",7922,15,"their fighting","noun","general"
"526","tt0029850",7922,15,"peasants","noun","no"
"527","tt0029850",7922,16,"weapons","noun","no"
"528","tt0029850",7922,16,"actors","noun","cast"
"529","tt0029850",7922,17,"actor","noun","cast"
"530","tt0029850",7922,17,"""grand marshall","noun","no"
"531","tt0029850",7922,17,"film","noun","general"
"532","tt0029850",7922,17,"pussycat","noun","no"
"533","tt0029850",7922,19,"Speaks volumes","noun","general"
"534","tt0029850",7922,19,"audience","noun","no"
"535","tt0029850",7922,19,"da","noun","no"
"536","tt0029850",7922,20,"touch","noun","no"
"537","tt0029850",7922,20,"army","noun","no"
"538","tt0029850",7922,20,"organ","noun","no"
"539","tt0029850",7922,20,"character","noun","no"
"540","tt0029850",7922,20,"robe","noun","no"
"541","tt0029850",7922,21,"Russians","noun","no"
"542","tt0029850",7922,21,"guy","noun","no"
"543","tt0029850",7922,22,"battle","noun","no"
"544","tt0029850",7922,22,"Germans","noun","no"
"545","tt0029850",7922,22,"part","noun","no"
"546","tt0029850",7922,22,"film","noun","general"
"547","tt0029850",7922,22,"music","noun","music"
"548","tt0029850",7922,22,"song","noun","music"
"549","tt0029850",7922,22,"soldiers","noun","no"
"550","tt0029850",7922,22,"motherland","noun","no"
"551","tt0029850",7922,23,"part","noun","no"
"552","tt0029850",7922,23,"war statement","noun","no"
"553","tt0029850",7922,24,"times","noun","no"
"554","tt0029850",7922,24,"men","noun","no"
