,Movie_ID,Rev_ID,Sen_ID,Word,POS,aspect.category
178,tt0093142,10314,6,her character,noun,no
179,tt0093142,10314,7,WRONG,noun,no
180,tt0093142,10314,8,movie,noun,general
181,tt0093142,10314,8,role,noun,no
182,tt0093142,10314,9,movie,noun,general
183,tt0093142,10314,9,role,noun,no
184,tt0093142,10314,9,role,noun,no
185,tt0093142,10314,10,character Dog,noun,no
186,tt0093142,10314,10,personality,noun,no
187,tt0093142,10314,11,hour,noun,no
188,tt0093142,10314,11,names,noun,no
189,tt0093142,10314,11,characters,noun,no
190,tt0093142,10314,12,times,noun,no
191,tt0093142,10314,12,plot,noun,story
192,tt0093142,10314,12,effort,noun,no
193,tt0093142,10314,13,bit,noun,no
194,tt0093142,10314,14,Shoot,noun,general
195,tt0093142,10314,14,video game fans,noun,no
196,tt0093142,10314,14,kick,noun,no
197,tt0093142,10314,14,Doom,noun,no
198,tt0093142,10314,15,person shooter game,noun,no
199,tt0093142,10314,16,Hands,noun,no
200,tt0093142,10314,16,gun,noun,no
201,tt0093142,10314,16,front,noun,no
202,tt0093142,10314,16,camera,noun,general
203,tt0093142,10314,17,person,noun,no
204,tt0093142,10314,17,movies,noun,general
205,tt0093142,10314,17,movie,noun,general
206,tt0093142,10314,18,silhouettes,noun,no
207,tt0093142,10314,18,screen,noun,general
208,tt0093142,10314,18,fun,noun,no
209,tt0093142,10314,19,money,noun,no
210,tt0093142,10314,19,charity,noun,no
211,tt0093142,10315,1,film,noun,general
212,tt0093142,10315,1,limburger cheese,noun,no
213,tt0093142,10315,2,garage sale,noun,no
214,tt0093142,10315,2,LEAVE IT THERE,noun,no
215,tt0093142,10315,3,Sandra Bullock,noun,cast
216,tt0093142,10315,3,HATE THIS,noun,no
217,tt0093142,10315,4,copy,noun,no
218,tt0093142,10315,4,studio,noun,no
219,tt0093142,10315,4,cover,noun,no
220,tt0093142,10315,4,fact,noun,no
221,tt0093142,10315,4,Sandra Bullock,noun,cast
222,tt0093142,10315,5,"Sandra Bullock Movie""",noun,cast
223,tt0093142,10315,6,part,noun,no
224,tt0093142,10315,6,movie,noun,general
225,tt0093142,10315,6,her talent,noun,no
226,tt0093142,10315,7,everyone,noun,no
227,tt0093142,10316,1,rule,noun,no
228,tt0093142,10316,1,movie,noun,general
229,tt0093142,10316,1,bin,noun,no
230,tt0093142,10316,1,Walmart,noun,no
231,tt0093142,10316,2,movie,noun,general
232,tt0093142,10316,2,star,noun,no
233,tt0093142,10316,2,reason,noun,no
234,tt0093142,10316,3,case,noun,no
235,tt0093142,10316,3,movie,noun,general
236,tt0093142,10316,3,reason,noun,no
237,tt0093142,10316,4,They plaster Sandra Bullock,noun,general
238,tt0093142,10316,4,photo,noun,no
239,tt0093142,10316,4,name,noun,no
240,tt0093142,10316,4,cover,noun,no
241,tt0093142,10316,4,DVD,noun,no
242,tt0093142,10316,4,bait,noun,no
243,tt0093142,10316,4,fishie right,noun,no
244,tt0093142,10316,5,disc,noun,no
245,tt0093142,10316,5,charity,noun,no
246,tt0093142,10316,5,library,noun,no
247,tt0093142,10316,5,subject anyone,noun,no
248,tt0093142,10316,5,world,noun,no
249,tt0093142,10316,5,movie,noun,general
250,tt0093142,10316,6,lines,noun,no
251,tt0093142,10316,6,army buddies,noun,no
252,tt0093142,10316,7,your dad,noun,no
253,tt0093142,10317,1,warning,noun,no
254,tt0093142,10317,1,dvd,noun,no
255,tt0093142,10317,1,sale,noun,no
256,tt0093142,10317,2,Sandra Bullock,noun,cast
257,tt0093142,10317,3,My disappointment,noun,no
258,tt0093142,10317,3,film,noun,general
259,tt0093142,10317,4,dialogues,noun,general
260,tt0093142,10317,5,color,noun,no
261,tt0093142,10317,6,volume,noun,no
262,tt0093142,10317,6,conversations,noun,no
263,tt0093142,10317,7,acting,noun,cast
264,tt0093142,10317,8,killing scenes,noun,general
265,tt0093142,10317,8,failure,noun,no
266,tt0093142,10317,9,people,noun,no
267,tt0093142,10317,9,their legs,noun,no
268,tt0093142,10317,10,my cash deficient daughter,noun,no
269,tt0093142,10317,10,dollar,noun,no
270,tt0093142,10317,10,movie,noun,general
271,tt0093142,10317,11,movie,noun,general
272,tt0093142,10317,12,Tomorrow,noun,no
273,tt0093142,10317,12,dvd,noun,no
274,tt0093142,10317,12,company,noun,no
275,tt0093142,10317,12,elephant Christmas party,noun,no
276,tt0093142,10318,1,DVD,noun,no
277,tt0093142,10318,1,its way,noun,no
278,tt0093142,10318,1,my collection my wife,noun,no
279,tt0093142,10318,1,deals,noun,no
280,tt0093142,10318,1,street store,noun,no
281,tt0093142,10318,2,thing,noun,no
282,tt0093142,10318,3,duty,noun,no
283,tt0093142,10318,3,end,noun,no
284,tt0093142,10318,3,way,noun,no
285,tt0093142,10318,4,dialog,noun,general
286,tt0093142,10318,4,story line,noun,general
287,tt0093142,10318,4,hell,noun,no
288,tt0093142,10318,4,synopsis,noun,no
289,tt0093142,10318,4,camera work,noun,general
290,tt0093142,10318,4,acting,noun,cast
291,tt0093142,10318,4,dialogue,noun,general
292,tt0093142,10318,5,fact,noun,no
293,tt0093142,10318,5,redeeming,noun,no
294,tt0093142,10318,5,Sandra Bullock,noun,cast
295,tt0093142,10318,5,career,noun,no
296,tt0093142,10318,5,pile,noun,no
297,tt0093142,10318,5,dross,noun,no
298,tt0093142,10318,6,her agent,noun,no
299,tt0093142,10318,6,rights,noun,no
300,tt0093142,10318,6,example,noun,no
301,tt0093142,10318,6,director,noun,direction
302,tt0093142,10318,6,ineptitude,noun,no
303,tt0093142,10318,6,scene,noun,general
304,tt0093142,10318,6,lead,noun,general
305,tt0093142,10318,6,his father,noun,no
306,tt0093142,10318,6,ex army sidekick,noun,no
307,tt0093142,10318,7,clearest bit,noun,no
308,tt0093142,10318,7,dialogue,noun,general
309,tt0093142,10318,7,film,noun,general
310,tt0093142,10318,7,engine noise,noun,no
311,tt0093142,10318,8,engine,noun,no
312,tt0093142,10318,8,technology,noun,general
313,tt0093142,10318,8,its way,noun,no
314,tt0093142,10318,8,pond,noun,no
315,tt0093142,10318,8,cars,noun,no
316,tt0093142,10319,1,%,noun,no
317,tt0093142,10319,1,movie tonight,noun,general
318,tt0093142,10319,1,movie tonight,noun,general
319,tt0093142,10319,2,hell,noun,no
320,tt0093142,10319,2,story,noun,story
321,tt0093142,10319,2,movie,noun,general
322,tt0093142,10319,3,lot,noun,no
323,tt0093142,10319,3,people,noun,no
324,tt0093142,10319,3,factory,noun,no
325,tt0093142,10319,3,everything,noun,no
326,tt0093142,10319,5,place,noun,no
327,tt0093142,10319,5,Terminator,noun,no
328,tt0093142,10319,5,something,noun,no
329,tt0093142,10319,6,place,noun,no
330,tt0093142,10319,6,metal,noun,no
331,tt0093142,10319,6,bullet,noun,no
332,tt0093142,10319,6,surfaces,noun,no
333,tt0093142,10319,6,ricochet,noun,no
334,tt0093142,10319,7,Metal,noun,no
335,tt0093142,10319,7,metal,noun,no
336,tt0093142,10319,7,ricochets,noun,no
337,tt0093142,10319,7,one,noun,no
338,tt0093142,10319,7,bullet.3 Magic bullets,noun,no
339,tt0093142,10319,8,scene,noun,general
340,tt0093142,10319,8,guy,noun,no
341,tt0093142,10319,8,front,noun,no
342,tt0093142,10319,8,guy,noun,no
343,tt0093142,10319,8,guy,noun,no
344,tt0093142,10319,8,guy,noun,no
345,tt0093142,10319,8,pumps,noun,no
346,tt0093142,10319,8,metal,noun,no
347,tt0093142,10319,9,bullets,noun,no
348,tt0093142,10319,9,his chest,noun,no
349,tt0093142,10319,9,mist,noun,no
350,tt0093142,10319,9,guy right,noun,no
351,tt0093142,10319,9,front,noun,no
352,tt0093142,10319,10,being,noun,no
353,tt0093142,10319,10,wall,noun,no
354,tt0093142,10319,10,guys,noun,no
355,tt0093142,10319,10,jokes,noun,general
356,tt0093142,10319,10,teenagers,noun,no
357,tt0093142,10319,10,guns,noun,no
358,tt0093142,10319,10,Sound,noun,music
359,tt0093142,10319,11,point,noun,no
360,tt0093142,10319,11,guys,noun,no
361,tt0093142,10319,11,wire,noun,no
362,tt0093142,10319,11,alarm,noun,no
363,tt0093142,10319,11,hell,noun,no
364,tt0093142,10319,11,wire,noun,no
365,tt0093142,10319,11,alarm.,noun,no
366,tt0093142,10319,12,lady screams,noun,no
367,tt0093142,10319,12,Alarm,noun,no
368,tt0093142,10319,12,sector blah blah,noun,no
369,tt0093142,10319,12,guy boss,noun,no
370,tt0093142,10319,12,not.,noun,no
371,tt0093142,10319,12,kinda way,noun,no
372,tt0093142,10319,13,terrorists,noun,no
373,tt0093142,10319,13,drill,noun,no
374,tt0093142,10319,13,sound,noun,music
375,tt0093142,10319,13,Focus,noun,no
376,tt0093142,10319,14,guys load,noun,no
377,tt0093142,10319,14,weapons,noun,no
378,tt0093142,10319,15,reason,noun,no
379,tt0093142,10319,15,guy,noun,no
380,tt0093142,10319,15,Uzi,noun,no
381,tt0093142,10319,16,Deja vu,noun,no
382,tt0093142,10319,16,loop,noun,no
383,tt0093142,10319,16,scenes,noun,general
384,tt0093142,10319,17,guy,noun,no
385,tt0093142,10319,17,kind,noun,no
386,tt0093142,10319,17,weapon,noun,no
387,tt0093142,10319,17,load,noun,no
388,tt0093142,10319,17,way,noun,no
389,tt0093142,10319,18,weapons dealer pops,noun,no
390,tt0093142,10319,18,clip,noun,no
391,tt0093142,10319,18,guy,noun,no
392,tt0093142,10319,18,no,noun,no
393,tt0093142,10319,19,XX locks,noun,no
394,tt0093142,10319,19,loads,noun,no
395,tt0093142,10319,20,fire,noun,no
396,tt0093142,10319,20,barrel flashes,noun,no
397,tt0093142,10319,21,Boooring,noun,no
398,tt0093142,10319,22,Actors,noun,cast
399,tt0093142,10319,22,dummies,noun,no
400,tt0093142,10319,23,guys,noun,no
401,tt0093142,10319,23,smoke grenade,noun,no
402,tt0093142,10319,23,reason,noun,no
403,tt0093142,10319,23,course,noun,no
404,tt0093142,10319,23,guys,noun,no
405,tt0093142,10319,23,smoke,noun,no
406,tt0093142,10319,23,smoke,noun,no
407,tt0093142,10319,23,something,noun,no
408,tt0093142,10319,24,They cough,noun,no
409,tt0093142,10319,24,Anthrax,noun,no
410,tt0093142,10319,24,grenade,noun,no
411,tt0093142,10319,25,semi boss,noun,no
412,tt0093142,10319,25,guy,noun,no
413,tt0093142,10319,25,smoke,noun,no
414,tt0093142,10319,25,guys,noun,no
415,tt0093142,10319,25,smoke,noun,no
416,tt0093142,10319,25,Anthrax,noun,no
417,tt0093142,10319,25,B flick,noun,no
418,tt0093142,10319,27,guy,noun,no
419,tt0093142,10319,27,metal pipe,noun,no
420,tt0093142,10319,27,Uzi,noun,no
421,tt0093142,10319,27,hand,noun,no
422,tt0093142,10319,27,someone,noun,no
423,tt0093142,10319,27,his eye height,noun,no
424,tt0093142,10319,28,guy fire,noun,no
425,tt0093142,10319,28,Uzi,noun,no
426,tt0093142,10319,28,hand,noun,no
427,tt0093142,10319,28,his hand,noun,no
428,tt0093142,10319,29,Extra,noun,no
429,tt0093142,10319,29,gore mess,noun,no
430,tt0093142,10319,29,B flick kinda way,noun,no
431,tt0093142,10319,30,pops,noun,no
432,tt0093142,10319,30,hole,noun,no
433,tt0093142,10319,30,shirt,noun,no
434,tt0093142,10319,30,guy,noun,no
435,tt0093142,10319,31,bullet,noun,no
436,tt0093142,10319,31,his heart,noun,no
437,tt0093142,10319,31,guy,noun,no
438,tt0093142,10319,31,super,noun,no
439,tt0093142,10319,31,berets,noun,no
440,tt0093142,10319,31,urge,noun,no
441,tt0093142,10319,31,his clip,noun,no
442,tt0093142,10319,31,guy,noun,no
443,tt0093142,10319,31,soldiers,noun,no
444,tt0093142,10319,31,his hide,noun,no
445,tt0093142,10319,31,clip,noun,no
446,tt0093142,10319,33,your clip,noun,no
447,tt0093142,10319,33,amount,noun,no
448,tt0093142,10319,33,enemies,noun,no
449,tt0093142,10319,34,Boring scenes,noun,general
450,tt0093142,10319,35,barrel flash scenes,noun,general
451,tt0093142,10319,35,lock,noun,no
452,tt0093142,10319,35,load scenes,noun,general
453,tt0093142,10319,35,movie,noun,general
454,tt0093142,10319,35,time,noun,no
455,tt0093142,10319,35,scenes,noun,general
456,tt0093142,10319,35,people,noun,no
457,tt0093142,10319,35,building,noun,no
458,tt0093142,10319,36,action,noun,general
459,tt0093142,10319,36,B flick movie,noun,general
460,tt0093142,10319,37,cents,noun,no
461,tt0093142,10319,37,movie,noun,general
462,tt0093142,10320,1,DVD.,noun,no
463,tt0093142,10320,2,picture,noun,general
464,tt0093142,10320,2,Sandra,noun,cast
465,tt0093142,10320,2,Sandra...,noun,cast
466,tt0093142,10320,2,part,noun,no
467,tt0093142,10320,5,script,noun,story
468,tt0093142,10320,6,sound,noun,music
469,tt0093142,10320,7,things,noun,no
470,tt0093142,10320,8,Shots,noun,no
471,tt0093142,10320,8,number,noun,no
472,tt0093142,10320,8,shots,noun,no
473,tt0093142,10320,8,sound,noun,music
474,tt0093142,10320,9,People,noun,no
475,tt0093142,10320,9,car,noun,no
476,tt0093142,10320,9,shot,noun,no
477,tt0093142,10320,9,windshield,noun,no
478,tt0093142,10320,9,motor noise,noun,no
479,tt0093142,10320,9,road noise,noun,no
480,tt0093142,10320,9,sound,noun,music
481,tt0093142,10320,10,Kind,noun,no
482,tt0093142,10320,11,Score,noun,music
483,tt0093142,10320,12,notes,noun,no
484,tt0093142,10320,13,Dialog,noun,general
485,tt0093142,10320,15,Fight scenes,noun,general
486,tt0093142,10320,15,Batman comic,noun,general
487,tt0093142,10320,15,"BIFF""",noun,no
488,tt0093142,10320,15,"""BAM""",noun,no
489,tt0093142,10320,17,shooting scenes,noun,general
490,tt0093142,10320,17,firearms,noun,no
491,tt0093142,10320,18,lot,noun,no
492,tt0093142,10320,18,movie,noun,general
493,tt0093142,10321,1,library,noun,no
494,tt0093142,10321,2,Sandra Bullock,noun,cast
495,tt0093142,10321,2,scenes,noun,general
496,tt0093142,10321,2,minutes,noun,no
497,tt0093142,10321,3,rest,noun,no
498,tt0093142,10321,3,movie,noun,general
499,tt0093142,10321,3,time,noun,no
500,tt0093142,10321,3,people,noun,no
501,tt0093142,10321,3,movie,noun,general
502,tt0093142,10321,4,Everyone,noun,no
503,tt0093142,10321,5,anything,noun,no
504,tt0093142,10321,6,Bullock,noun,cast
505,tt0093142,10321,6,lines,noun,no
506,tt0093142,10321,6,her name,noun,no
507,tt0093142,10321,6,case,noun,no
508,tt0093142,10321,6,parroting,noun,no
509,tt0093142,10321,6,characters lines,noun,no
510,tt0093142,10321,6,dialog:Lisa Bullock,noun,cast
511,tt0093142,10321,6,Danny,noun,cast
512,tt0093142,10321,7,Danny,noun,cast
513,tt0093142,10321,8,Lisa,noun,cast
514,tt0093142,10321,8,Whaddaya,noun,no
515,tt0093142,10321,9,Danny,noun,cast
516,tt0093142,10321,9,something,noun,no
517,tt0093142,10321,9,my Dad,noun,no
518,tt0093142,10321,10,Lisa,noun,cast
519,tt0093142,10321,10,Whaddaya,noun,no
520,tt0093142,10321,10,your Dad,noun,no
521,tt0093142,10321,11,Danny,noun,cast
522,tt0093142,10321,11,something,noun,no
523,tt0093142,10321,12,Lisa,noun,cast
524,tt0093142,10321,13,Danny,noun,cast
525,tt0093142,10321,13,Lisa,noun,cast
526,tt0093142,10321,14,moments,noun,no
527,tt0093142,10321,14,Danny,noun,cast
528,tt0093142,10321,14,army buddies,noun,no
529,tt0093142,10321,14,my Dad,noun,no
530,tt0093142,10321,15,Lisa,noun,cast
531,tt0093142,10321,15,Whaddaya,noun,no
532,tt0093142,10321,15,army buddies,noun,no
533,tt0093142,10321,17,Bottom line,noun,no
534,tt0093142,10322,1,DVD version we,noun,no
535,tt0093142,10322,1,Sandra Bullock,noun,cast
536,tt0093142,10322,1,cover,noun,no
537,tt0093142,10322,1,picture,noun,general
538,tt0093142,10322,1,movie,noun,general
539,tt0093142,10322,2,movie,noun,general
540,tt0093142,10322,4,spot,noun,no
541,tt0093142,10322,4,movie,noun,general
542,tt0093142,10322,4,part,noun,no
543,tt0093142,10322,4,location scenes,noun,general
544,tt0093142,10322,4,NYC,noun,no
545,tt0093142,10322,4,New Jersey,noun,no
546,tt0093142,10322,5,sound,noun,music
547,tt0093142,10322,6,background noise,noun,no
548,tt0093142,10322,6,dialog,noun,general
549,tt0093142,10322,7,dialog,noun,general
550,tt0093142,10322,7,background noises,noun,no
551,tt0093142,10322,8,example,noun,no
552,tt0093142,10322,8,car,noun,no
553,tt0093142,10322,8,noises,noun,no
554,tt0093142,10322,8,car,noun,no
555,tt0093142,10322,8,noise,noun,no
556,tt0093142,10322,9,director,noun,direction
557,tt0093142,10322,9,ups,noun,no
558,tt0093142,10322,9,faces,noun,no
559,tt0093142,10322,9,movie,noun,general
560,tt0093142,10322,9,words,noun,no
561,tt0093142,10322,9,lip movements,noun,no
562,tt0093142,10322,10,movie,noun,general
563,tt0093142,10322,10,voices sound,noun,music
564,tt0093142,10322,10,people,noun,no
565,tt0093142,10322,10,tin can,noun,no
566,tt0093142,10322,11,Background music,noun,music
567,tt0093142,10322,11,music,noun,music
568,tt0093142,10322,11,movie,noun,general
569,tt0093142,10322,12,direction,noun,direction
570,tt0093142,10322,12,laughable,noun,no
571,tt0093142,10322,13,camera angles,noun,general
572,tt0093142,10322,13,effects,noun,general
573,tt0093142,10322,13,movie look,noun,general
574,tt0093142,10322,13,joke,noun,general
575,tt0093142,10322,13,times,noun,no
576,tt0093142,10322,13,tension,noun,no
577,tt0093142,10322,13,middle,noun,no
578,tt0093142,10322,13,gun battles,noun,no
579,tt0093142,10322,14,writing,noun,story
580,tt0093142,10322,15,subplots,noun,general
581,tt0093142,10322,15,sense,noun,no
582,tt0093142,10322,15,characters,noun,general
583,tt0093142,10322,15,explanation,noun,no
584,tt0093142,10322,15,their motivations,noun,no
585,tt0093142,10322,16,writer/director,noun,direction
586,tt0093142,10322,16,relationships,noun,no
587,tt0093142,10322,16,men,noun,no
588,tt0093142,10322,16,Vietnam,noun,no
589,tt0093142,10322,16,none,noun,no
590,tt0093142,10322,16,sense,noun,no
591,tt0093142,10322,17,assassins,noun,no
592,tt0093142,10322,17,soldiers,noun,no
593,tt0093142,10322,17,people,noun,no
594,tt0093142,10322,17,shadows,noun,no
595,tt0093142,10322,17,people,noun,no
596,tt0093142,10322,18,actors,noun,cast
597,tt0093142,10322,18,warning,noun,no
598,tt0093142,10322,19,combination,noun,no
599,tt0093142,10322,19,directing,noun,direction
600,tt0093142,10322,19,writing,noun,story
601,tt0093142,10322,20,production values,noun,general
602,tt0093142,10322,20,someone,noun,no
603,tt0093142,10322,20,student film,noun,general
604,tt0093142,10322,20,Sandra Bullock,noun,cast
605,tt0093142,10322,21,student films,noun,general
606,tt0093142,10322,21,movie,noun,general
607,tt0093142,10322,22,movie,noun,general
608,tt0093142,10323,1,films,noun,general
609,tt0093142,10323,1,year,noun,no
610,tt0093142,10323,1,something,noun,no
611,tt0093142,10323,1,production values it,noun,general
612,tt0093142,10323,1,anybody,noun,no
613,tt0093142,10323,1,imagination,noun,no
614,tt0093142,10323,2,movie,noun,general
615,tt0093142,10323,2,star production,noun,general
616,tt0093142,10323,2,data,noun,no
617,tt0093142,10323,3,Anything,noun,no
618,tt0093142,10323,4,Nice,noun,no
619,tt0093142,10323,4,Sandy Bullock,noun,cast
620,tt0093142,10323,4,hair,noun,no
621,tt0093142,10323,4,time,noun,no
622,tt0093142,10323,4,New Yorker accent,noun,no
623,tt0093142,10323,4,times,noun,no
624,tt0093142,10323,4,Virginia,noun,no
625,tt0093142,10323,4,NC accent,noun,no
626,tt0093142,10323,5,history,noun,no
627,tt0093142,10323,5,actress,noun,cast
628,tt0093142,10323,5,film,noun,general
629,tt0093142,10323,6,DVD,noun,no
630,tt0093142,10323,6,bonus features,noun,no
631,tt0093142,10323,6,mini bio section,noun,no
632,tt0093142,10323,6,Sandra,noun,cast
